 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.71704577E+09  0.74999944E+09  0.11231381E+09  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.66340372E+09  0.74999780E+09  0.21520189E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.61426240E+09  0.74999518E+09  0.30958215E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.56922654E+09  0.74999165E+09  0.39658582E+09  0.98277659E-02  0.13418271E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.52767430E+09  0.74998728E+09  0.47640803E+09  0.98277659E-02  0.12802272E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.48955079E+09  0.74998215E+09  0.54979776E+09  0.98277659E-02  0.12172836E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.45511863E+09  0.74997627E+09  0.62537777E+09  0.10259146E-01  0.12732715E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.41906067E+09  0.74996972E+09  0.68614185E+09  0.10259146E-01  0.13433859E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.39006939E+09  0.74996257E+09  0.74237293E+09  0.10259146E-01  0.11821855E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.36528412E+09  0.74995445E+09  0.88168071E+09  0.12073645E-01  0.73177635E-02  0.94807625E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.29900568E+09  0.74994544E+09  0.92031776E+09  0.12073645E-01  0.85969974E-02  0.94807625E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.28061686E+09  0.74993606E+09  0.95591997E+09  0.12073645E-01  0.74124845E-02  0.94807625E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.26925206E+09  0.74992589E+09  0.10787699E+10  0.17206176E-01  0.95871956E-02  0.15271867E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.21115863E+09  0.74991502E+09  0.10944587E+10  0.17206176E-01  0.17937969E-01  0.15271867E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.20373048E+09  0.74990399E+09  0.11113405E+10  0.17206176E-01  0.13735233E-01  0.15271867E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.21102796E+09  0.74989388E+09  0.91075146E+09  0.33994744E-01  0.18700166E-01  0.34895066E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.30429555E+09  0.74988469E+09  0.92733871E+09  0.33994744E-01  0.49468343E-01  0.34895066E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.29657327E+09  0.74987533E+09  0.94481064E+09  0.33994744E-01  0.38702263E-01  0.34895066E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
