 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.297360E+02  0.297360E+02
  0.3000E-04  0.373200E+01  0.334680E+02
  0.4000E-04  0.383200E+01  0.373000E+02
  0.5000E-04  0.295770E+02  0.668770E+02
  0.6000E-04  0.400500E+01  0.708820E+02
  0.7000E-04  0.403200E+01  0.749140E+02
  0.8000E-04  0.291700E+02  0.104084E+03
  0.9000E-04  0.398500E+01  0.108069E+03
  0.1000E-03  0.395500E+01  0.112024E+03
  0.1100E-03  0.298320E+02  0.141856E+03
  0.1200E-03  0.421300E+01  0.146069E+03
  0.1300E-03  0.413400E+01  0.150203E+03
  0.1400E-03  0.311700E+02  0.181373E+03
  0.1500E-03  0.465001E+01  0.186023E+03
  0.1600E-03  0.435100E+01  0.190374E+03
  0.1700E-03  0.302370E+02  0.220611E+03
  0.1800E-03  0.414900E+01  0.224760E+03
  0.1900E-03  0.387599E+01  0.228636E+03
  0.2000E-03  0.151001E+00  0.228787E+03
  0.2100E-03  0.410004E-01  0.228828E+03
  0.2200E-03  0.440063E-01  0.228872E+03
  0.2300E-03  0.145996E+00  0.229018E+03
  0.2400E-03  0.500031E-01  0.229068E+03
  0.2500E-03  0.449982E-01  0.229113E+03
  0.2600E-03  0.142990E+00  0.229256E+03
  0.2700E-03  0.420074E-01  0.229298E+03
  0.2800E-03  0.429993E-01  0.229341E+03
  0.2900E-03  0.130997E+00  0.229472E+03
  0.3000E-03  0.440063E-01  0.229516E+03
  0.3100E-03  0.440063E-01  0.229560E+03
  0.3200E-03  0.134003E+00  0.229694E+03
  0.3300E-03  0.459900E-01  0.229740E+03
  0.3400E-03  0.429993E-01  0.229783E+03
  0.3500E-03  0.136993E+00  0.229920E+03
  0.3600E-03  0.419922E-01  0.229962E+03
  0.3700E-03  0.429993E-01  0.230005E+03
  0.3800E-03  0.131012E+00  0.230136E+03
  0.3900E-03  0.410156E-01  0.230177E+03
  0.4000E-03  0.409851E-01  0.230218E+03
  0.4100E-03  0.132996E+00  0.230351E+03
  0.4200E-03  0.390015E-01  0.230390E+03
  0.4300E-03  0.440063E-01  0.230434E+03
  0.4400E-03  0.128998E+00  0.230563E+03
  0.4500E-03  0.419922E-01  0.230605E+03
  0.4600E-03  0.429993E-01  0.230648E+03
  0.4700E-03  0.132019E+00  0.230780E+03
  0.4800E-03  0.429993E-01  0.230823E+03
  0.4900E-03  0.409851E-01  0.230864E+03
  0.5000E-03  0.139008E+00  0.231003E+03
  0.5100E-03  0.469971E-01  0.231050E+03
  0.5200E-03  0.379944E-01  0.231088E+03
  0.5300E-03  0.128998E+00  0.231217E+03
  0.5400E-03  0.420227E-01  0.231259E+03
  0.5500E-03  0.369873E-01  0.231296E+03
  0.5600E-03  0.138000E+00  0.231434E+03
  0.5700E-03  0.390015E-01  0.231473E+03
  0.5800E-03  0.419922E-01  0.231515E+03
  0.5900E-03  0.136017E+00  0.231651E+03
  0.6000E-03  0.390015E-01  0.231690E+03
  0.6100E-03  0.419922E-01  0.231732E+03
  0.6200E-03  0.130981E+00  0.231863E+03
  0.6300E-03  0.450134E-01  0.231908E+03
  0.6400E-03  0.379944E-01  0.231946E+03
  0.6500E-03  0.138000E+00  0.232084E+03
  0.6600E-03  0.429993E-01  0.232127E+03
  0.6700E-03  0.450134E-01  0.232172E+03
  0.6800E-03  0.131989E+00  0.232304E+03
  0.6900E-03  0.419922E-01  0.232346E+03
  0.7000E-03  0.390015E-01  0.232385E+03
  0.7100E-03  0.128021E+00  0.232513E+03
  0.7200E-03  0.399780E-01  0.232553E+03
  0.7300E-03  0.420227E-01  0.232595E+03
  0.7400E-03  0.131989E+00  0.232727E+03
  0.7500E-03  0.409851E-01  0.232768E+03
  0.7600E-03  0.440063E-01  0.232812E+03
  0.7700E-03  0.131012E+00  0.232943E+03
  0.7800E-03  0.400085E-01  0.232983E+03
  0.7900E-03  0.390015E-01  0.233022E+03
  0.8000E-03  0.143982E+00  0.233166E+03
  0.8100E-03  0.480042E-01  0.233214E+03
  0.8200E-03  0.459900E-01  0.233260E+03
  0.8300E-03  0.137024E+00  0.233397E+03
  0.8400E-03  0.409851E-01  0.233438E+03
  0.8500E-03  0.450134E-01  0.233483E+03
  0.8600E-03  0.132996E+00  0.233616E+03
  0.8700E-03  0.429993E-01  0.233659E+03
  0.8800E-03  0.409851E-01  0.233700E+03
  0.8900E-03  0.135010E+00  0.233835E+03
  0.9000E-03  0.429993E-01  0.233878E+03
  0.9100E-03  0.369873E-01  0.233915E+03
  0.9200E-03  0.130005E+00  0.234045E+03
  0.9300E-03  0.429993E-01  0.234088E+03
  0.9400E-03  0.429993E-01  0.234131E+03
  0.9500E-03  0.135010E+00  0.234266E+03
  0.9600E-03  0.449829E-01  0.234311E+03
  0.9700E-03  0.470276E-01  0.234358E+03
  0.9800E-03  0.130981E+00  0.234489E+03
  0.9900E-03  0.469971E-01  0.234536E+03
