 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Part data
  time,        LorFor-x,   LorFor-y,   LorFor-z,   JHEnergy,   MagEnergy,  KinEnergy,  PlasEnergy, LorTor-x,   LorTor-y,   LorTor-z,   SurFor-x,   SurFor-y,   SurFor-z,   SurTor-x,   SurTor-y,   SurTor-z,  
  0.1000000E-04  0.9919181E+09  0.1807390E+10  0.3541656E+09  0.1379303E+16  0.3865187E+10  0.0000000E+00  0.0000000E+00  0.1510518E+10 -0.2266963E+10  0.2400410E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E-04  0.3415620E+10  0.6245598E+10  0.1344464E+10  0.4023662E+16  0.1794369E+11  0.1231966E+07  0.4038902E+07  0.4136712E+10 -0.7367819E+10  0.8346016E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3000000E-04  0.6691326E+10  0.1134077E+11  0.2631947E+10  0.6912735E+16  0.4099522E+11  0.3681073E+08  0.5102467E+08  0.4694533E+10 -0.1240357E+11  0.1522945E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4000000E-04  0.1127124E+11  0.1470726E+11  0.3600139E+10  0.8591041E+16  0.6628857E+11  0.3026416E+09  0.1872648E+09  0.5728394E+11 -0.3208009E+11  0.1476505E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5000000E-04  0.1601134E+11  0.1766792E+11  0.4611522E+10  0.1025830E+17  0.9412753E+11  0.1414594E+10  0.3675416E+09  0.1002106E+12 -0.5106168E+11  0.1349772E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.6000000E-04  0.2086904E+11  0.2005680E+11  0.5538104E+10  0.1173329E+17  0.1236651E+12  0.4669697E+10  0.6118902E+09  0.1289906E+12 -0.6701404E+11  0.1184420E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7000000E-04  0.2609615E+11  0.1840641E+11 -0.3070814E+09  0.1179121E+17  0.1365287E+12  0.1207216E+11  0.8997888E+09  0.7167619E+11 -0.4044481E+11  0.6542710E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8000000E-04  0.2965064E+11  0.2054737E+11  0.2844980E+09  0.1130053E+17  0.1680897E+12  0.2651380E+11  0.9466737E+09  0.7741698E+11 -0.5166459E+11  0.8733446E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9000000E-04  0.3357774E+11  0.2109026E+11  0.1480282E+10  0.1171814E+17  0.1992057E+12  0.5085204E+11  0.1314745E+10  0.8438049E+11 -0.6151254E+11  0.9901933E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1000000E-03  0.6668653E+11  0.9347326E+10  0.2767831E+10  0.2059766E+17  0.2606012E+12  0.8804296E+11  0.1639694E+10 -0.1384166E+11 -0.4316841E+11  0.6168517E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
