 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.50193204E+09  0.52499961E+09  0.78619668E+08  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.46438260E+09  0.52499846E+09  0.15064133E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.42998368E+09  0.52499662E+09  0.21670750E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.39844371E+09  0.52499416E+09  0.27699642E+09  0.98721073E-02  0.13612464E-01  0.69202118E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.36964876E+09  0.52499111E+09  0.33240951E+09  0.98721073E-02  0.13113575E-01  0.69202118E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.34318184E+09  0.52498753E+09  0.38340623E+09  0.98721073E-02  0.12490148E-01  0.69202118E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.31901764E+09  0.52498344E+09  0.43453061E+09  0.10033165E-01  0.12283566E-01  0.71718717E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.29461026E+09  0.52497888E+09  0.47761985E+09  0.10033165E-01  0.12258059E-01  0.71718717E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.27403788E+09  0.52497390E+09  0.51719553E+09  0.10033165E-01  0.11269160E-01  0.71718717E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.25579502E+09  0.52496835E+09  0.59345548E+09  0.10808163E-01  0.66402546E-02  0.80505286E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.21943316E+09  0.52496227E+09  0.62353843E+09  0.10808163E-01  0.59908449E-02  0.80505286E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.20508544E+09  0.52495589E+09  0.65117568E+09  0.10808163E-01  0.57600535E-02  0.80505286E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.19344880E+09  0.52494895E+09  0.73665025E+09  0.12777978E-01  0.58638301E-02  0.10280211E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.15278566E+09  0.52494150E+09  0.75404444E+09  0.12777978E-01  0.82938595E-02  0.10280211E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.14450487E+09  0.52493388E+09  0.77081843E+09  0.12777978E-01  0.68969426E-02  0.10280211E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.14030830E+09  0.52492587E+09  0.83099613E+09  0.17895192E-01  0.10296569E-01  0.15982374E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.11182567E+09  0.52491753E+09  0.83572026E+09  0.17895192E-01  0.19283911E-01  0.15982374E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.10958228E+09  0.52490915E+09  0.84165747E+09  0.17895192E-01  0.14996670E-01  0.15982374E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19000000E-03  0.11481007E+09  0.52490139E+09  0.70903964E+09  0.30840520E-01  0.17538566E-01  0.31192456E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-03  0.17687414E+09  0.52489426E+09  0.71742060E+09  0.30840520E-01  0.46687471E-01  0.31192456E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21000000E-03  0.17294453E+09  0.52488704E+09  0.72680170E+09  0.30840520E-01  0.36584472E-01  0.31192456E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22000000E-03  0.17534250E+09  0.52488068E+09  0.54436882E+09  0.56849949E-01  0.47785030E-01  0.61717586E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23000000E-03  0.26012639E+09  0.52487518E+09  0.55538937E+09  0.56849949E-01  0.86794636E-01  0.61717586E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24000000E-03  0.25499894E+09  0.52486957E+09  0.56694850E+09  0.56849949E-01  0.69905592E-01  0.61717586E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
