 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Part data
  time,        LorFor-x,   LorFor-y,   LorFor-z,   JHEnergy,   MagEnergy,  KinEnergy,  PlasEnergy, LorTor-x,   LorTor-y,   LorTor-z,   SurFor-x,   SurFor-y,   SurFor-z,   SurTor-x,   SurTor-y,   SurTor-z,  
  0.1000000E-04  0.1421773E+08  0.4682159E+08  0.1293781E+10  0.1472007E+15  0.2491400E+09  0.0000000E+00  0.0000000E+00  0.6966552E+09 -0.1181396E+12  0.4483862E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E-04  0.5026055E+08  0.2115720E+09  0.5867542E+10  0.4726153E+15  0.1660477E+10  0.0000000E+00  0.0000000E+00  0.2782161E+10 -0.5359045E+12  0.2048280E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3000000E-04  0.8707706E+08  0.4873556E+09  0.1355335E+11  0.8682968E+15  0.5016583E+10  0.0000000E+00  0.0000000E+00  0.5643523E+10 -0.1237943E+13  0.4763946E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4000000E-04  0.5029942E+08  0.8849432E+09  0.2288570E+11  0.1250932E+16  0.1053997E+11  0.0000000E+00  0.0000000E+00  0.8752086E+10 -0.2096933E+13  0.8629373E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5000000E-04 -0.7880783E+07  0.1355838E+10  0.3369935E+11  0.1629611E+16  0.1835087E+11  0.0000000E+00  0.0000000E+00  0.1170327E+11 -0.3090406E+13  0.1322363E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.6000000E-04 -0.9226947E+08  0.1872369E+10  0.4535264E+11  0.1986124E+16  0.2838322E+11  0.0000000E+00  0.0000000E+00  0.1412649E+11 -0.4158633E+13  0.1828207E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7000000E-04 -0.2528291E+09  0.2481265E+10  0.6113972E+11  0.2646669E+16  0.4036524E+11  0.0000000E+00  0.0000000E+00  0.3222548E+11 -0.5639114E+13  0.2482598E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8000000E-04 -0.3686906E+09  0.3143226E+10  0.7322621E+11  0.2853848E+16  0.5458690E+11  0.0000000E+00  0.0000000E+00  0.3727401E+11 -0.6747339E+13  0.3072507E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9000000E-04 -0.5368584E+09  0.3738584E+10  0.8452397E+11  0.3064599E+16  0.7033481E+11  0.0000000E+00  0.0000000E+00  0.3996633E+11 -0.7780111E+13  0.3617783E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1000000E-03  0.4137401E+09  0.2062231E+10  0.5509003E+11  0.2327634E+16  0.7044111E+11  0.0000000E+00  0.0000000E+00  0.8137195E+10 -0.4841942E+13  0.2055868E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1100000E-03 -0.5040776E+09  0.2528023E+10  0.7032942E+11  0.2399311E+16  0.7851587E+11  0.0000000E+00  0.0000000E+00  0.9243951E+10 -0.6222923E+13  0.2492087E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
