 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Global Energy data
  time,        Ext.JH,     Ext.Mag,    Ext.Cap,    Mesh.JH,    Mesh.Mag,   Air.Mag,    TotEm,      Mech.Pla,   Mech.kin,  
  0.2700000E-03  0.8116991E+11  0.4042822E+12  0.2810786E+16  0.7926867E+15  0.3243063E+11  0.6011915E+11  0.3604050E+16  0.5078502E+07  0.1631774E+10
  0.2800000E-03  0.8282721E+11  0.4136476E+12  0.2810690E+16  0.8091863E+15  0.3370832E+11  0.6298395E+11  0.3620469E+16  0.4610316E+07  0.1764325E+10
  0.2900000E-03  0.8438078E+11  0.4205573E+12  0.2810593E+16  0.7210991E+15  0.3473419E+11  0.6403606E+11  0.3532296E+16  0.5370820E+07  0.1910511E+10
  0.3000000E-03  0.8566224E+11  0.4270127E+12  0.2810495E+16  0.6724634E+15  0.3538258E+11  0.6501899E+11  0.3483572E+16  0.4655344E+07  0.2083103E+10
  0.3100000E-03  0.9252010E+11  0.4906087E+12  0.2810394E+16  0.1400302E+16  0.3502094E+11  0.7661367E+11  0.4211391E+16  0.4178493E+07  0.2309769E+10
  0.3200000E-03  0.9847158E+11  0.4910285E+12  0.2810289E+16  0.1035120E+16  0.3511416E+11  0.7667923E+11  0.3846111E+16  0.9528643E+07  0.2782344E+10
  0.3300000E-03  0.9852932E+11  0.4912244E+12  0.2810184E+16  0.8493650E+15  0.3482182E+11  0.7670983E+11  0.3660250E+16  0.8751522E+07  0.3583360E+10
  0.3400000E-03  0.9912967E+11  0.4974407E+12  0.2810078E+16  0.8903266E+15  0.3496930E+11  0.8021048E+11  0.3701117E+16  0.7217773E+07  0.4494863E+10
  0.3500000E-03  0.9969840E+11  0.4974537E+12  0.2809973E+16  0.7656912E+15  0.3559035E+11  0.8021258E+11  0.3576377E+16  0.9201032E+07  0.5305266E+10
  0.3600000E-03  0.9971113E+11  0.4975707E+12  0.2809867E+16  0.7054433E+15  0.3576728E+11  0.8023144E+11  0.3516023E+16  0.7945537E+07  0.6047063E+10
  0.3700000E-03  0.1001718E+12  0.5026296E+12  0.2809761E+16  0.8213831E+15  0.3640734E+11  0.8445305E+11  0.3631868E+16  0.7150909E+07  0.6905895E+10
  0.3800000E-03  0.1006066E+12  0.5023641E+12  0.2809655E+16  0.7221572E+15  0.3748978E+11  0.8440844E+11  0.3532537E+16  0.9075693E+07  0.7829777E+10
  0.3900000E-03  0.1005506E+12  0.5020479E+12  0.2809548E+16  0.6727378E+15  0.3807374E+11  0.8435532E+11  0.3483011E+16  0.7862178E+07  0.8826323E+10
  0.4000000E-03  0.1010881E+12  0.5081919E+12  0.2809442E+16  0.9484727E+15  0.3957813E+11  0.8958690E+11  0.3758653E+16  0.7206798E+07  0.9933147E+10
  0.4100000E-03  0.1016334E+12  0.5080420E+12  0.2809335E+16  0.8099694E+15  0.4094354E+11  0.8956047E+11  0.3620045E+16  0.1001980E+08  0.1104491E+11
  0.4200000E-03  0.1016086E+12  0.5079317E+12  0.2809228E+16  0.7416124E+15  0.4151911E+11  0.8954103E+11  0.3551581E+16  0.8994671E+07  0.1218414E+11
  0.4300000E-03  0.1055626E+12  0.5484490E+12  0.2809119E+16  0.1120468E+16  0.4324867E+11  0.1019624E+12  0.3930386E+16  0.8032139E+07  0.1342987E+11
  0.4400000E-03  0.1088002E+12  0.5435971E+12  0.2809008E+16  0.9418506E+15  0.4419886E+11  0.1010604E+12  0.3751657E+16  0.1434655E+08  0.1522483E+11
  0.4500000E-03  0.1079149E+12  0.5391506E+12  0.2808898E+16  0.8509512E+15  0.4431117E+11  0.1002337E+12  0.3660641E+16  0.1314663E+08  0.1761838E+11
  0.4600000E-03  0.1076675E+12  0.5413773E+12  0.2808788E+16  0.1118941E+16  0.4610779E+11  0.1069469E+12  0.3928531E+16  0.1147299E+08  0.2011604E+11
  0.4700000E-03  0.1075100E+12  0.5377744E+12  0.2808678E+16  0.9745963E+15  0.4755109E+11  0.1062351E+12  0.3784073E+16  0.1644481E+08  0.2280423E+11
  0.4800000E-03  0.1068814E+12  0.5347611E+12  0.2808568E+16  0.8957392E+15  0.4807661E+11  0.1056399E+12  0.3705103E+16  0.1471151E+08  0.2565116E+11
  0.4900000E-03  0.1104194E+12  0.5740972E+12  0.2808456E+16  0.1345564E+16  0.5054322E+11  0.1214736E+12  0.4154877E+16  0.1323778E+08  0.2858061E+11
  0.5000000E-03  0.1132834E+12  0.5666532E+12  0.2808343E+16  0.1148522E+16  0.5175619E+11  0.1198985E+12  0.3957717E+16  0.2332599E+08  0.3270652E+11
  0.5100000E-03  0.1119300E+12  0.5598605E+12  0.2808231E+16  0.1036730E+16  0.5189509E+11  0.1184612E+12  0.3845802E+16  0.2177272E+08  0.3815456E+11
  0.5200000E-03  0.1107270E+12  0.5549796E+12  0.2808119E+16  0.1295166E+16  0.5405795E+11  0.1269686E+12  0.4104131E+16  0.1898296E+08  0.4365128E+11
  0.5300000E-03  0.1097712E+12  0.5498427E+12  0.2808007E+16  0.1151705E+16  0.5546478E+11  0.1257934E+12  0.3960554E+16  0.2619410E+08  0.4970576E+11
  0.5400000E-03  0.1088655E+12  0.5454424E+12  0.2807897E+16  0.1065319E+16  0.5591852E+11  0.1247867E+12  0.3874051E+16  0.2417995E+08  0.5624996E+11
  0.5500000E-03  0.1112768E+12  0.5749843E+12  0.2807784E+16  0.1526441E+16  0.5938012E+11  0.1435872E+12  0.4335115E+16  0.2180554E+08  0.6284143E+11
  0.5600000E-03  0.1132201E+12  0.5673826E+12  0.2807671E+16  0.1355703E+16  0.6080938E+11  0.1416889E+12  0.4164257E+16  0.3706101E+08  0.7123152E+11
  0.5700000E-03  0.1118425E+12  0.5604817E+12  0.2807559E+16  0.1244304E+16  0.6109160E+11  0.1399656E+12  0.4052736E+16  0.3446654E+08  0.8171313E+11
  0.5800000E-03  0.1130491E+12  0.5802800E+12  0.2807445E+16  0.1724081E+16  0.6505240E+11  0.1596010E+12  0.4532445E+16  0.3093987E+08  0.9242884E+11
  0.5900000E-03  0.1140041E+12  0.5717477E+12  0.2807332E+16  0.1548628E+16  0.6656973E+11  0.1572542E+12  0.4356869E+16  0.5015006E+08  0.1056217E+12
  0.6000000E-03  0.1124610E+12  0.5640252E+12  0.2807219E+16  0.1425143E+16  0.6686656E+11  0.1551303E+12  0.4233260E+16  0.4606700E+08  0.1216927E+12
  0.6100000E-03  0.1113008E+12  0.5610192E+12  0.2807106E+16  0.1807154E+16  0.6985201E+11  0.1716856E+12  0.4615174E+16  0.4131103E+08  0.1382375E+12
  0.6200000E-03  0.1102732E+12  0.5534457E+12  0.2806994E+16  0.1631462E+16  0.7081763E+11  0.1693679E+12  0.4439360E+16  0.5731565E+08  0.1567915E+12
  0.6300000E-03  0.1089484E+12  0.5470433E+12  0.2806883E+16  0.1511459E+16  0.7082105E+11  0.1674086E+12  0.4319236E+16  0.5182278E+08  0.1774217E+12
  0.6400000E-03  0.1077728E+12  0.5428516E+12  0.2806773E+16  0.2153730E+16  0.7491623E+11  0.1865429E+12  0.4961415E+16  0.4674957E+08  0.1982848E+12
  0.6500000E-03  0.1066347E+12  0.5352481E+12  0.2806663E+16  0.1891922E+16  0.7614383E+11  0.1839301E+12  0.4699487E+16  0.6893682E+08  0.2228438E+12
  0.6600000E-03  0.1053338E+12  0.5291134E+12  0.2806553E+16  0.1727193E+16  0.7620595E+11  0.1818220E+12  0.4534639E+16  0.6094650E+08  0.2509980E+12
  0.6700000E-03  0.1020470E+12  0.5036738E+12  0.2806446E+16  0.2004621E+16  0.7669675E+11  0.1958017E+12  0.4811945E+16  0.5349225E+08  0.2790491E+12
  0.6800000E-03  0.9927549E+11  0.4989303E+12  0.2806340E+16  0.1800861E+16  0.7648893E+11  0.1939576E+12  0.4608070E+16  0.5603291E+08  0.3089941E+12
  0.6900000E-03  0.9847829E+11  0.4952560E+12  0.2806234E+16  0.1658819E+16  0.7592246E+11  0.1925293E+12  0.4465916E+16  0.5052759E+08  0.3409586E+12
  0.7000000E-03  0.9340028E+11  0.4498790E+12  0.2806131E+16  0.1719044E+16  0.7158520E+11  0.1987302E+12  0.4525988E+16  0.4428598E+08  0.3728592E+12
  0.7100000E-03  0.8923706E+11  0.4490840E+12  0.2806031E+16  0.1548576E+16  0.6951522E+11  0.1983790E+12  0.4355413E+16  0.3381262E+08  0.4012631E+12
  0.7200000E-03  0.8913428E+11  0.4487811E+12  0.2805930E+16  0.1431960E+16  0.6810590E+11  0.1982452E+12  0.4238694E+16  0.3187235E+08  0.4260082E+12
  0.7300000E-03  0.8588977E+11  0.4181905E+12  0.2805832E+16  0.1550554E+16  0.6621009E+11  0.2098459E+12  0.4357165E+16  0.2895124E+08  0.4507399E+12
  0.7400000E-03  0.8323318E+11  0.4193178E+12  0.2805735E+16  0.1425312E+16  0.6512787E+11  0.2104116E+12  0.4231825E+16  0.2605821E+08  0.4753025E+12
  0.7500000E-03  0.8348124E+11  0.4207743E+12  0.2805637E+16  0.1332919E+16  0.6432932E+11  0.2111425E+12  0.4139336E+16  0.2411049E+08  0.4996309E+12
  0.7600000E-03  0.8087314E+11  0.3945046E+12  0.2805542E+16  0.1514881E+16  0.6351635E+11  0.2237645E+12  0.4321185E+16  0.2294691E+08  0.5239484E+12
  0.7700000E-03  0.7869544E+11  0.3965954E+12  0.2805448E+16  0.1401592E+16  0.6317441E+11  0.2249504E+12  0.4207803E+16  0.2116760E+08  0.5484038E+12
  0.7800000E-03  0.7912297E+11  0.3989631E+12  0.2805353E+16  0.1318410E+16  0.6299530E+11  0.2262934E+12  0.4124531E+16  0.1977704E+08  0.5730074E+12
  0.7900000E-03  0.7660762E+11  0.3726787E+12  0.2805260E+16  0.1436564E+16  0.6228895E+11  0.2376275E+12  0.4242573E+16  0.1909489E+08  0.5973976E+12
  0.8000000E-03  0.7450993E+11  0.3756400E+12  0.2805168E+16  0.1335286E+16  0.6212619E+11  0.2395157E+12  0.4141206E+16  0.1808431E+08  0.6212273E+12
  0.8100000E-03  0.7509879E+11  0.3788169E+12  0.2805076E+16  0.1261597E+16  0.6214801E+11  0.2415414E+12  0.4067431E+16  0.1666583E+08  0.6444296E+12
  0.8200000E-03  0.7289376E+11  0.3547568E+12  0.2804986E+16  0.1405329E+16  0.6184531E+11  0.2527917E+12  0.4211057E+16  0.1611155E+08  0.6675124E+12
  0.8300000E-03  0.7103685E+11  0.3581703E+12  0.2804896E+16  0.1311431E+16  0.6200139E+11  0.2552241E+12  0.4117073E+16  0.1571593E+08  0.6904199E+12
  0.8400000E-03  0.7170923E+11  0.3617580E+12  0.2804806E+16  0.1242515E+16  0.6231838E+11  0.2577806E+12  0.4048075E+16  0.1399688E+08  0.7132442E+12
  0.8500000E-03  0.6964429E+11  0.3386097E+12  0.2804718E+16  0.1366018E+16  0.6217714E+11  0.2680503E+12  0.4171474E+16  0.1366322E+08  0.7357545E+12
  0.8600000E-03  0.6790490E+11  0.3424243E+12  0.2804630E+16  0.1279681E+16  0.6252569E+11  0.2710701E+12  0.4085055E+16  0.1342071E+08  0.7581512E+12
  0.8700000E-03  0.6865178E+11  0.3463771E+12  0.2804542E+16  0.1216803E+16  0.6305812E+11  0.2741992E+12  0.4022098E+16  0.1202006E+08  0.7804259E+12
  0.8800000E-03  0.6673338E+11  0.3242972E+12  0.2804456E+16  0.1337273E+16  0.6305523E+11  0.2836160E+12  0.4142467E+16  0.1151318E+08  0.8026342E+12
  0.8900000E-03  0.6511176E+11  0.3283669E+12  0.2804370E+16  0.1254934E+16  0.6357213E+11  0.2871751E+12  0.4060049E+16  0.1158620E+08  0.8246396E+12
  0.9000000E-03  0.6590669E+11  0.3325538E+12  0.2804284E+16  0.1196366E+16  0.6427859E+11  0.2908368E+12  0.4001404E+16  0.1056693E+08  0.8464368E+12
  0.9100000E-03  0.6419873E+11  0.3122518E+12  0.2804199E+16  0.1344658E+16  0.6459664E+11  0.3000611E+12  0.4149598E+16  0.9825131E+07  0.8681527E+12
  0.9200000E-03  0.6274408E+11  0.3164147E+12  0.2804115E+16  0.1264229E+16  0.6540688E+11  0.3040615E+12  0.4069092E+16  0.1007864E+08  0.8903047E+12
  0.9300000E-03  0.6355750E+11  0.3206893E+12  0.2804031E+16  0.1208303E+16  0.6638042E+11  0.3081692E+12  0.4013092E+16  0.9327441E+07  0.9126999E+12
  0.9400000E-03  0.6182734E+11  0.3000823E+12  0.2803947E+16  0.1305564E+16  0.6657619E+11  0.3153789E+12  0.4110255E+16  0.8617975E+07  0.9349735E+12
  0.9500000E-03  0.6035111E+11  0.3043491E+12  0.2803865E+16  0.1232543E+16  0.6734165E+11  0.3198631E+12  0.4037160E+16  0.8555489E+07  0.9568117E+12
  0.9600000E-03  0.6118350E+11  0.3087062E+12  0.2803782E+16  0.1181691E+16  0.6832559E+11  0.3244423E+12  0.3986236E+16  0.8176096E+07  0.9781329E+12
  0.9700000E-03  0.5968343E+11  0.2902203E+12  0.2803700E+16  0.1318709E+16  0.6880871E+11  0.3320626E+12  0.4123160E+16  0.7445792E+07  0.9992912E+12
  0.9800000E-03  0.5839703E+11  0.2944792E+12  0.2803619E+16  0.1248006E+16  0.6981847E+11  0.3369356E+12  0.4052384E+16  0.7489077E+07  0.1020561E+13
  0.9900000E-03  0.5922779E+11  0.2988171E+12  0.2803537E+16  0.1199266E+16  0.7101966E+11  0.3418989E+12  0.4003575E+16  0.7369034E+07  0.1041813E+13
  0.1000000E-02  0.5771621E+11  0.2802398E+12  0.2803457E+16  0.1295592E+16  0.7138257E+11  0.3477415E+12  0.4099806E+16  0.6708494E+07  0.1062690E+13
