 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.46000000E-03  0.16554870E+07  0.74950489E+08  0.14715670E+09  0.12375037E-01  0.47201294E-02  0.98772952E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.47000000E-03  0.15093289E+07  0.74949020E+08  0.14666621E+09  0.12375037E-01  0.53866191E-02  0.98772952E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.48000000E-03  0.17422777E+07  0.74947555E+08  0.14625472E+09  0.12375037E-01  0.50245017E-02  0.98772952E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.49000000E-03  0.19645216E+07  0.74946067E+08  0.15153840E+09  0.13066244E-01  0.46760180E-02  0.10579529E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-03 -0.56179380E+06  0.74944556E+08  0.15055274E+09  0.13066244E-01  0.53825704E-02  0.10579529E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.51000000E-03 -0.92226811E+05  0.74943055E+08  0.14964766E+09  0.13066244E-01  0.49634701E-02  0.10579529E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.52000000E-03  0.37220859E+06  0.74941562E+08  0.14899391E+09  0.13809783E-01  0.53879658E-02  0.11439036E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.53000000E-03  0.68322137E+06  0.74940075E+08  0.14830275E+09  0.13809783E-01  0.60718159E-02  0.11439036E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.54000000E-03  0.10121224E+07  0.74938595E+08  0.14770815E+09  0.13809783E-01  0.56156966E-02  0.11439036E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.55000000E-03  0.13335282E+07  0.74937098E+08  0.15165544E+09  0.14693149E-01  0.55511114E-02  0.12486186E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.56000000E-03 -0.55477837E+06  0.74935587E+08  0.15064961E+09  0.14693149E-01  0.64083072E-02  0.12486186E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.57000000E-03 -0.75423099E+05  0.74934085E+08  0.14973065E+09  0.14693149E-01  0.58615184E-02  0.12486186E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.58000000E-03  0.40592502E+06  0.74932575E+08  0.15235223E+09  0.15808920E-01  0.61889496E-02  0.13752067E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.59000000E-03 -0.84896074E+06  0.74931057E+08  0.15122800E+09  0.15808920E-01  0.73937188E-02  0.13752067E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-03 -0.31289858E+06  0.74929550E+08  0.15020322E+09  0.15808920E-01  0.66709076E-02  0.13752067E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.61000000E-03  0.22939730E+06  0.74928050E+08  0.14980243E+09  0.17155994E-01  0.69046709E-02  0.15301219E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.62000000E-03  0.41962499E+06  0.74926557E+08  0.14878786E+09  0.17155994E-01  0.78173128E-02  0.15301219E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.63000000E-03  0.90338736E+06  0.74925073E+08  0.14792475E+09  0.17155994E-01  0.71725306E-02  0.15301219E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.64000000E-03  0.13750151E+07  0.74923597E+08  0.14735693E+09  0.18855847E-01  0.77587005E-02  0.17181759E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.65000000E-03  0.16452169E+07  0.74922128E+08  0.14632130E+09  0.18855847E-01  0.99671011E-02  0.17181759E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.66000000E-03  0.21392111E+07  0.74920669E+08  0.14548037E+09  0.18855847E-01  0.90511107E-02  0.17181759E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.67000000E-03  0.26041041E+07  0.74919232E+08  0.14193995E+09  0.20812611E-01  0.99631299E-02  0.19437349E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68000000E-03  0.42969731E+07  0.74917816E+08  0.14127000E+09  0.20812611E-01  0.12996857E-01  0.19437349E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69000000E-03  0.46162134E+07  0.74916406E+08  0.14074885E+09  0.20812611E-01  0.11622439E-01  0.19437349E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-03  0.49274997E+07  0.74915032E+08  0.13414604E+09  0.23065684E-01  0.13253088E-01  0.22087071E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71000000E-03  0.80876112E+07  0.74913691E+08  0.13402745E+09  0.23065684E-01  0.17125229E-01  0.22087071E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72000000E-03  0.81430957E+07  0.74912351E+08  0.13398225E+09  0.23065684E-01  0.15078979E-01  0.22087071E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73000000E-03  0.82175967E+07  0.74911034E+08  0.12933530E+09  0.25617480E-01  0.16485159E-01  0.25089754E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74000000E-03  0.10443017E+08  0.74909740E+08  0.12950950E+09  0.25617480E-01  0.18869615E-01  0.25089754E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75000000E-03  0.10358292E+08  0.74908444E+08  0.12973423E+09  0.25617480E-01  0.16866050E-01  0.25089754E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76000000E-03  0.10289281E+08  0.74907167E+08  0.12561920E+09  0.28442516E-01  0.18419412E-01  0.28360189E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77000000E-03  0.12261889E+08  0.74905909E+08  0.12595165E+09  0.28442516E-01  0.21352212E-01  0.28360189E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78000000E-03  0.12101210E+08  0.74904648E+08  0.12632706E+09  0.28442516E-01  0.19255397E-01  0.28360189E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79000000E-03  0.11955886E+08  0.74903405E+08  0.12209483E+09  0.31421844E-01  0.20403252E-01  0.31881016E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-03  0.13986981E+08  0.74902182E+08  0.12257895E+09  0.31421844E-01  0.22536317E-01  0.31881016E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81000000E-03  0.13753323E+08  0.74900954E+08  0.12309621E+09  0.31421844E-01  0.20467378E-01  0.31881016E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82000000E-03  0.13535766E+08  0.74899743E+08  0.11912293E+09  0.34608798E-01  0.21958956E-01  0.35628875E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83000000E-03  0.15444740E+08  0.74898549E+08  0.11969465E+09  0.34608798E-01  0.24724929E-01  0.35628875E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84000000E-03  0.15168725E+08  0.74897349E+08  0.12029265E+09  0.34608798E-01  0.22586620E-01  0.35628875E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85000000E-03  0.14908382E+08  0.74896165E+08  0.11638035E+09  0.37935374E-01  0.24063834E-01  0.39581024E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86000000E-03  0.16790282E+08  0.74894998E+08  0.11703407E+09  0.37935374E-01  0.26756717E-01  0.39581024E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87000000E-03  0.16474502E+08  0.74893824E+08  0.11770763E+09  0.37935374E-01  0.24574113E-01  0.39581024E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88000000E-03  0.16175974E+08  0.74892666E+08  0.11389420E+09  0.41532916E-01  0.26035777E-01  0.43727785E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89000000E-03  0.18012436E+08  0.74891524E+08  0.11460661E+09  0.41532916E-01  0.28671588E-01  0.43727785E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-03  0.17668035E+08  0.74890374E+08  0.11533496E+09  0.41532916E-01  0.26457219E-01  0.43727785E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91000000E-03  0.17339506E+08  0.74889239E+08  0.11175899E+09  0.45168427E-01  0.28153838E-01  0.48047932E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92000000E-03  0.19063560E+08  0.74888117E+08  0.11250151E+09  0.45168427E-01  0.31382245E-01  0.48047932E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93000000E-03  0.18704254E+08  0.74886989E+08  0.11325888E+09  0.45168427E-01  0.29047234E-01  0.48047932E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94000000E-03  0.18361527E+08  0.74885875E+08  0.10955954E+09  0.49033530E-01  0.30457225E-01  0.52548725E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95000000E-03  0.20147082E+08  0.74884775E+08  0.11033568E+09  0.49033530E-01  0.33061668E-01  0.52548725E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96000000E-03  0.19771162E+08  0.74883668E+08  0.11112267E+09  0.49033530E-01  0.30771827E-01  0.52548725E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97000000E-03  0.19410920E+08  0.74882573E+08  0.10774419E+09  0.52945484E-01  0.32492949E-01  0.57208725E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.98000000E-03  0.21043306E+08  0.74881492E+08  0.10853188E+09  0.52945484E-01  0.35763031E-01  0.57208725E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.99000000E-03  0.20661412E+08  0.74880403E+08  0.10932834E+09  0.52945484E-01  0.33371788E-01  0.57208725E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-02  0.20296872E+08  0.74879327E+08  0.10587536E+09  0.57027164E-01  0.34845280E-01  0.62043555E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
