 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.71704577E+08  0.74999944E+08  0.11231381E+08  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.66340372E+08  0.74999780E+08  0.21520189E+08  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.61426240E+08  0.74999518E+08  0.30958215E+08  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.56918405E+08  0.74999165E+08  0.39637871E+08  0.98254393E-02  0.13594988E-01  0.68975639E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.52772637E+08  0.74998728E+08  0.47612756E+08  0.98254393E-02  0.13091354E-01  0.68975639E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.48963390E+08  0.74998216E+08  0.54945698E+08  0.98254393E-02  0.12456449E-01  0.68975639E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.45461233E+08  0.74997633E+08  0.61684058E+08  0.98290509E-02  0.11745912E-01  0.69026865E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.42242447E+08  0.74996985E+08  0.67888995E+08  0.98290509E-02  0.11051544E-01  0.69026865E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.39278362E+08  0.74996277E+08  0.73606704E+08  0.98290509E-02  0.10435867E-01  0.69026865E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.36548988E+08  0.74995515E+08  0.78872839E+08  0.98505091E-02  0.98764196E-02  0.69213585E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.34033233E+08  0.74994702E+08  0.83719566E+08  0.98505091E-02  0.93719540E-02  0.69213585E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.31717733E+08  0.74993842E+08  0.88192960E+08  0.98505091E-02  0.89210951E-02  0.69213585E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.29584277E+08  0.74992939E+08  0.92380749E+08  0.98315791E-02  0.85074606E-02  0.69625841E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.27583456E+08  0.74991996E+08  0.96210375E+08  0.98315791E-02  0.81431679E-02  0.69625841E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.25753645E+08  0.74991017E+08  0.99746668E+08  0.98315791E-02  0.78124869E-02  0.69625841E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.24069591E+08  0.74990002E+08  0.10317249E+09  0.98059840E-02  0.76381197E-02  0.70346008E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.22432608E+08  0.74988955E+08  0.10619966E+09  0.98059840E-02  0.75563379E-02  0.70346008E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.20985975E+08  0.74987879E+08  0.10899489E+09  0.98059840E-02  0.72414639E-02  0.70346008E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19000000E-03  0.19658557E+08  0.74986772E+08  0.11243235E+09  0.10010077E-01  0.75373949E-02  0.71437831E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-03  0.18015999E+08  0.74985637E+08  0.11466149E+09  0.10010077E-01  0.81533052E-02  0.71437831E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21000000E-03  0.16950424E+08  0.74984480E+08  0.11674163E+09  0.10010077E-01  0.75871119E-02  0.71437831E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22000000E-03  0.15962889E+08  0.74983302E+08  0.11876310E+09  0.10084323E-01  0.72351050E-02  0.72820596E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23000000E-03  0.14996428E+08  0.74982106E+08  0.12051665E+09  0.10084323E-01  0.70352656E-02  0.72820596E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24000000E-03  0.14157891E+08  0.74980892E+08  0.12217166E+09  0.10084323E-01  0.67524042E-02  0.72820596E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25000000E-03  0.13371465E+08  0.74979658E+08  0.12458754E+09  0.10274661E-01  0.69958137E-02  0.74352944E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26000000E-03  0.12216528E+08  0.74978406E+08  0.12590214E+09  0.10274661E-01  0.73180380E-02  0.74352944E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27000000E-03  0.11587515E+08  0.74977141E+08  0.12716638E+09  0.10274661E-01  0.67928005E-02  0.74352944E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28000000E-03  0.10989225E+08  0.74975862E+08  0.12863088E+09  0.10432695E-01  0.66317445E-02  0.76132386E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29000000E-03  0.10288561E+08  0.74974570E+08  0.12970077E+09  0.10432695E-01  0.65596194E-02  0.76132386E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-03  0.97763449E+07  0.74973268E+08  0.13069242E+09  0.10432695E-01  0.62111642E-02  0.76132386E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31000000E-03  0.93065035E+07  0.74971914E+08  0.14008693E+09  0.10564320E-01  0.43818453E-02  0.78080220E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32000000E-03  0.48179769E+07  0.74970513E+08  0.14014686E+09  0.10564320E-01  0.58700156E-02  0.78080220E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33000000E-03  0.47880135E+07  0.74969111E+08  0.14017481E+09  0.10564320E-01  0.49006429E-02  0.78080220E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34000000E-03  0.47871454E+07  0.74967705E+08  0.14105895E+09  0.10793222E-01  0.42414117E-02  0.80623163E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35000000E-03  0.43634960E+07  0.74966295E+08  0.14106080E+09  0.10793222E-01  0.41739783E-02  0.80623163E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36000000E-03  0.43612614E+07  0.74964884E+08  0.14107738E+09  0.10793222E-01  0.40122456E-02  0.80623163E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37000000E-03  0.43716367E+07  0.74963470E+08  0.14179275E+09  0.11158370E-01  0.43264342E-02  0.84011221E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38000000E-03  0.40285912E+07  0.74962052E+08  0.14175529E+09  0.11158370E-01  0.48446836E-02  0.84011221E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.39000000E-03  0.40451257E+07  0.74960634E+08  0.14171068E+09  0.11158370E-01  0.46386366E-02  0.84011221E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-03  0.40817129E+07  0.74959213E+08  0.14257516E+09  0.11395573E-01  0.48853193E-02  0.88142781E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.41000000E-03  0.36674043E+07  0.74957787E+08  0.14255413E+09  0.11395573E-01  0.51647018E-02  0.88142781E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.42000000E-03  0.36760855E+07  0.74956362E+08  0.14253866E+09  0.11395573E-01  0.48595418E-02  0.88142781E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.43000000E-03  0.36989167E+07  0.74954909E+08  0.14811469E+09  0.11916344E-01  0.41750096E-02  0.92955223E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.44000000E-03  0.10336015E+07  0.74953431E+08  0.14745808E+09  0.11916344E-01  0.44634563E-02  0.92955223E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.45000000E-03  0.13458780E+07  0.74951959E+08  0.14685375E+09  0.11916344E-01  0.42514352E-02  0.92955223E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
