 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Rogowsky Coil data
     time,       VolCurrent     ddtVolCurrent  
  0.1000000E-04  0.1123138E+08  0.0000000E+00
  0.2000000E-04  0.2152019E+08  0.0000000E+00
  0.3000000E-04  0.3095821E+08  0.0000000E+00
  0.4000000E-04  0.3963787E+08  0.0000000E+00
  0.5000000E-04  0.4761276E+08  0.0000000E+00
  0.6000000E-04  0.5494570E+08  0.0000000E+00
  0.7000000E-04  0.6168406E+08  0.0000000E+00
  0.8000000E-04  0.6788899E+08  0.0000000E+00
  0.9000000E-04  0.7360670E+08  0.0000000E+00
  0.1000000E-03  0.7887284E+08  0.0000000E+00
  0.1100000E-03  0.8371957E+08  0.0000000E+00
  0.1200000E-03  0.8819296E+08  0.0000000E+00
  0.1300000E-03  0.9238075E+08  0.0000000E+00
  0.1400000E-03  0.9621038E+08  0.0000000E+00
  0.1500000E-03  0.9974667E+08  0.0000000E+00
  0.1600000E-03  0.1031725E+09  0.0000000E+00
  0.1700000E-03  0.1061997E+09  0.0000000E+00
  0.1800000E-03  0.1089949E+09  0.0000000E+00
  0.1900000E-03  0.1124323E+09  0.0000000E+00
  0.2000000E-03  0.1146615E+09  0.0000000E+00
  0.2100000E-03  0.1167416E+09  0.0000000E+00
  0.2200000E-03  0.1187631E+09  0.0000000E+00
  0.2300000E-03  0.1205166E+09  0.0000000E+00
  0.2400000E-03  0.1221717E+09  0.0000000E+00
  0.2500000E-03  0.1245875E+09  0.0000000E+00
  0.2600000E-03  0.1259021E+09  0.0000000E+00
  0.2700000E-03  0.1271664E+09  0.0000000E+00
  0.2800000E-03  0.1286309E+09  0.0000000E+00
  0.2900000E-03  0.1297008E+09  0.0000000E+00
  0.3000000E-03  0.1306924E+09  0.0000000E+00
  0.3100000E-03  0.1400869E+09  0.0000000E+00
  0.3200000E-03  0.1401469E+09  0.0000000E+00
  0.3300000E-03  0.1401748E+09  0.0000000E+00
  0.3400000E-03  0.1410589E+09  0.0000000E+00
  0.3500000E-03  0.1410608E+09  0.0000000E+00
  0.3600000E-03  0.1410774E+09  0.0000000E+00
  0.3700000E-03  0.1417928E+09  0.0000000E+00
  0.3800000E-03  0.1417553E+09  0.0000000E+00
  0.3900000E-03  0.1417107E+09  0.0000000E+00
  0.4000000E-03  0.1425752E+09  0.0000000E+00
  0.4100000E-03  0.1425541E+09  0.0000000E+00
  0.4200000E-03  0.1425387E+09  0.0000000E+00
  0.4300000E-03  0.1481147E+09  0.0000000E+00
  0.4400000E-03  0.1474581E+09  0.0000000E+00
  0.4500000E-03  0.1468537E+09  0.0000000E+00
  0.4600000E-03  0.1471567E+09  0.0000000E+00
  0.4700000E-03  0.1466662E+09  0.0000000E+00
  0.4800000E-03  0.1462547E+09  0.0000000E+00
  0.4900000E-03  0.1515384E+09  0.0000000E+00
  0.5000000E-03  0.1505527E+09  0.0000000E+00
  0.5100000E-03  0.1496477E+09  0.0000000E+00
  0.5200000E-03  0.1489939E+09  0.0000000E+00
  0.5300000E-03  0.1483028E+09  0.0000000E+00
  0.5400000E-03  0.1477081E+09  0.0000000E+00
  0.5500000E-03  0.1516554E+09  0.0000000E+00
  0.5600000E-03  0.1506496E+09  0.0000000E+00
  0.5700000E-03  0.1497307E+09  0.0000000E+00
  0.5800000E-03  0.1523522E+09  0.0000000E+00
  0.5900000E-03  0.1512280E+09  0.0000000E+00
  0.6000000E-03  0.1502032E+09  0.0000000E+00
