 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Rogowsky Coil data
     time,       VolCurrent     ddtVolCurrent  
  0.6100000E-03  0.1498024E+09  0.0000000E+00
  0.6200000E-03  0.1487879E+09  0.0000000E+00
  0.6300000E-03  0.1479247E+09  0.0000000E+00
  0.6400000E-03  0.1473569E+09  0.0000000E+00
  0.6500000E-03  0.1463213E+09  0.0000000E+00
  0.6600000E-03  0.1454804E+09  0.0000000E+00
  0.6700000E-03  0.1419400E+09  0.0000000E+00
  0.6800000E-03  0.1412700E+09  0.0000000E+00
  0.6900000E-03  0.1407489E+09  0.0000000E+00
  0.7000000E-03  0.1341460E+09  0.0000000E+00
  0.7100000E-03  0.1340275E+09  0.0000000E+00
  0.7200000E-03  0.1339823E+09  0.0000000E+00
  0.7300000E-03  0.1293353E+09  0.0000000E+00
  0.7400000E-03  0.1295095E+09  0.0000000E+00
  0.7500000E-03  0.1297342E+09  0.0000000E+00
  0.7600000E-03  0.1256192E+09  0.0000000E+00
  0.7700000E-03  0.1259516E+09  0.0000000E+00
  0.7800000E-03  0.1263271E+09  0.0000000E+00
  0.7900000E-03  0.1220948E+09  0.0000000E+00
  0.8000000E-03  0.1225789E+09  0.0000000E+00
  0.8100000E-03  0.1230962E+09  0.0000000E+00
  0.8200000E-03  0.1191229E+09  0.0000000E+00
  0.8300000E-03  0.1196947E+09  0.0000000E+00
  0.8400000E-03  0.1202926E+09  0.0000000E+00
  0.8500000E-03  0.1163804E+09  0.0000000E+00
  0.8600000E-03  0.1170341E+09  0.0000000E+00
  0.8700000E-03  0.1177076E+09  0.0000000E+00
  0.8800000E-03  0.1138942E+09  0.0000000E+00
  0.8900000E-03  0.1146066E+09  0.0000000E+00
  0.9000000E-03  0.1153350E+09  0.0000000E+00
  0.9100000E-03  0.1117590E+09  0.0000000E+00
  0.9200000E-03  0.1125015E+09  0.0000000E+00
  0.9300000E-03  0.1132589E+09  0.0000000E+00
  0.9400000E-03  0.1095595E+09  0.0000000E+00
  0.9500000E-03  0.1103357E+09  0.0000000E+00
  0.9600000E-03  0.1111227E+09  0.0000000E+00
  0.9700000E-03  0.1077442E+09  0.0000000E+00
  0.9800000E-03  0.1085319E+09  0.0000000E+00
  0.9900000E-03  0.1093283E+09  0.0000000E+00
  0.1000000E-02  0.1058754E+09  0.0000000E+00
