 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.71704577E+09  0.74999944E+09  0.11231381E+09  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.66340372E+09  0.74999780E+09  0.21520189E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.61426240E+09  0.74999518E+09  0.30958215E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.56922654E+09  0.74999165E+09  0.39658582E+09  0.98277659E-02  0.13418271E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.52767430E+09  0.74998728E+09  0.47640803E+09  0.98277659E-02  0.12802272E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.48955079E+09  0.74998215E+09  0.54979776E+09  0.98277659E-02  0.12172836E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.45511854E+09  0.74997627E+09  0.62552278E+09  0.10255711E-01  0.12704998E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.41899140E+09  0.74996971E+09  0.68640980E+09  0.10255711E-01  0.13392992E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.38994147E+09  0.74996257E+09  0.74274560E+09  0.10255711E-01  0.11788513E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.36510806E+09  0.74995445E+09  0.88184629E+09  0.12090449E-01  0.73836615E-02  0.94813217E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.29892831E+09  0.74994543E+09  0.92037270E+09  0.12090449E-01  0.86349298E-02  0.94813217E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.28059217E+09  0.74993605E+09  0.95587561E+09  0.12090449E-01  0.74477450E-02  0.94813217E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.26930271E+09  0.74992588E+09  0.10784615E+10  0.17208723E-01  0.95852574E-02  0.15295865E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.21133657E+09  0.74991502E+09  0.10941872E+10  0.17208723E-01  0.18001406E-01  0.15295865E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.20389134E+09  0.74990399E+09  0.11111182E+10  0.17208723E-01  0.13784457E-01  0.15295865E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.21122829E+09  0.74989389E+09  0.90995467E+09  0.34138931E-01  0.19387177E-01  0.35027880E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.30475174E+09  0.74988471E+09  0.92622691E+09  0.34138931E-01  0.51843457E-01  0.35027880E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.29717687E+09  0.74987535E+09  0.94383808E+09  0.34138931E-01  0.40625530E-01  0.35027880E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
