 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.297630E+02  0.297630E+02
  0.3000E-04  0.372300E+01  0.334860E+02
  0.4000E-04  0.385500E+01  0.373410E+02
  0.5000E-04  0.295890E+02  0.669300E+02
  0.6000E-04  0.398800E+01  0.709180E+02
  0.7000E-04  0.395000E+01  0.748680E+02
  0.8000E-04  0.295860E+02  0.104454E+03
  0.9000E-04  0.398900E+01  0.108443E+03
  0.1000E-03  0.406500E+01  0.112508E+03
  0.1100E-03  0.297250E+02  0.142233E+03
  0.1200E-03  0.421901E+01  0.146452E+03
  0.1300E-03  0.409700E+01  0.150549E+03
  0.1400E-03  0.304250E+02  0.180974E+03
  0.1500E-03  0.428700E+01  0.185261E+03
  0.1600E-03  0.403600E+01  0.189297E+03
  0.1700E-03  0.298670E+02  0.219164E+03
  0.1800E-03  0.416100E+01  0.223325E+03
  0.1900E-03  0.388400E+01  0.227209E+03
  0.2000E-03  0.151993E+00  0.227361E+03
  0.2100E-03  0.390015E-01  0.227400E+03
  0.2200E-03  0.390015E-01  0.227439E+03
  0.2300E-03  0.138000E+00  0.227577E+03
  0.2400E-03  0.390015E-01  0.227616E+03
  0.2500E-03  0.410004E-01  0.227657E+03
  0.2600E-03  0.139999E+00  0.227797E+03
  0.2700E-03  0.419922E-01  0.227839E+03
  0.2800E-03  0.460052E-01  0.227885E+03
  0.2900E-03  0.134003E+00  0.228019E+03
  0.3000E-03  0.410004E-01  0.228060E+03
  0.3100E-03  0.379944E-01  0.228098E+03
  0.3200E-03  0.132004E+00  0.228230E+03
  0.3300E-03  0.410004E-01  0.228271E+03
  0.3400E-03  0.410004E-01  0.228312E+03
  0.3500E-03  0.134995E+00  0.228447E+03
  0.3600E-03  0.449982E-01  0.228492E+03
  0.3700E-03  0.370026E-01  0.228529E+03
  0.3800E-03  0.130005E+00  0.228659E+03
  0.3900E-03  0.429993E-01  0.228702E+03
  0.4000E-03  0.390015E-01  0.228741E+03
  0.4100E-03  0.129990E+00  0.228871E+03
  0.4200E-03  0.400085E-01  0.228911E+03
  0.4300E-03  0.369873E-01  0.228948E+03
  0.4400E-03  0.134003E+00  0.229082E+03
  0.4500E-03  0.420227E-01  0.229124E+03
  0.4600E-03  0.419922E-01  0.229166E+03
  0.4700E-03  0.139984E+00  0.229306E+03
  0.4800E-03  0.390015E-01  0.229345E+03
  0.4900E-03  0.360107E-01  0.229381E+03
  0.5000E-03  0.131012E+00  0.229512E+03
  0.5100E-03  0.389709E-01  0.229551E+03
  0.5200E-03  0.410156E-01  0.229592E+03
  0.5300E-03  0.127991E+00  0.229720E+03
  0.5400E-03  0.410156E-01  0.229761E+03
  0.5500E-03  0.379944E-01  0.229799E+03
  0.5600E-03  0.132996E+00  0.229932E+03
  0.5700E-03  0.450134E-01  0.229977E+03
  0.5800E-03  0.439758E-01  0.230021E+03
  0.5900E-03  0.129028E+00  0.230150E+03
  0.6000E-03  0.389709E-01  0.230189E+03
  0.6100E-03  0.390015E-01  0.230228E+03
  0.6200E-03  0.130005E+00  0.230358E+03
  0.6300E-03  0.370178E-01  0.230395E+03
  0.6400E-03  0.390015E-01  0.230434E+03
  0.6500E-03  0.127991E+00  0.230562E+03
  0.6600E-03  0.379944E-01  0.230600E+03
  0.6700E-03  0.370178E-01  0.230637E+03
  0.6800E-03  0.129974E+00  0.230767E+03
  0.6900E-03  0.370178E-01  0.230804E+03
  0.7000E-03  0.399780E-01  0.230844E+03
  0.7100E-03  0.130005E+00  0.230974E+03
  0.7200E-03  0.410156E-01  0.231015E+03
  0.7300E-03  0.379944E-01  0.231053E+03
  0.7400E-03  0.130005E+00  0.231183E+03
  0.7500E-03  0.379944E-01  0.231221E+03
  0.7600E-03  0.390015E-01  0.231260E+03
  0.7700E-03  0.130005E+00  0.231390E+03
  0.7800E-03  0.429993E-01  0.231433E+03
  0.7900E-03  0.379944E-01  0.231471E+03
  0.8000E-03  0.126007E+00  0.231597E+03
  0.8100E-03  0.409851E-01  0.231638E+03
  0.8200E-03  0.420227E-01  0.231680E+03
  0.8300E-03  0.127991E+00  0.231808E+03
  0.8400E-03  0.409851E-01  0.231849E+03
  0.8500E-03  0.400085E-01  0.231889E+03
  0.8600E-03  0.127991E+00  0.232017E+03
  0.8700E-03  0.370178E-01  0.232054E+03
  0.8800E-03  0.429993E-01  0.232097E+03
  0.8900E-03  0.130005E+00  0.232227E+03
  0.9000E-03  0.419922E-01  0.232269E+03
  0.9100E-03  0.400085E-01  0.232309E+03
  0.9200E-03  0.129974E+00  0.232439E+03
  0.9300E-03  0.390015E-01  0.232478E+03
  0.9400E-03  0.380249E-01  0.232516E+03
  0.9500E-03  0.127991E+00  0.232644E+03
  0.9600E-03  0.400085E-01  0.232684E+03
  0.9700E-03  0.449829E-01  0.232729E+03
  0.9800E-03  0.136017E+00  0.232865E+03
  0.9900E-03  0.390015E-01  0.232904E+03
