 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Global Energy data
  time,        Ext.JH,     Ext.Mag,    Ext.Cap,    Mesh.JH,    Mesh.Mag,   Air.Mag,    TotEm,      Mech.Pla,   Mech.kin,  
  0.1100000E-03  0.3227392E+12  0.1591122E+13  0.2530892E+17  0.4098480E+16  0.8806893E+11  0.2259950E+12  0.2940963E+17  0.8121877E+08  0.5017836E+10
  0.1200000E-03  0.3571414E+12  0.1763618E+13  0.2530834E+17  0.4046790E+16  0.1001832E+12  0.2504954E+12  0.2935760E+17  0.9348890E+08  0.7699968E+10
  0.1300000E-03  0.3940939E+12  0.1972220E+13  0.2530772E+17  0.6808732E+16  0.1195477E+12  0.2941959E+12  0.3211924E+17  0.1004061E+09  0.1132189E+11
  0.1400000E-03  0.4298942E+12  0.2130722E+13  0.2530708E+17  0.6029846E+16  0.1370655E+12  0.3178396E+12  0.3133994E+17  0.1620697E+09  0.1514450E+11
  0.1500000E-03  0.4602147E+12  0.2283218E+13  0.2530641E+17  0.5687029E+16  0.1504735E+12  0.3405874E+12  0.3099667E+17  0.1706038E+09  0.1879353E+11
  0.1600000E-03  0.5208644E+12  0.2758049E+13  0.2530570E+17  0.7175458E+16  0.1528968E+12  0.4432920E+12  0.3248503E+17  0.1745367E+09  0.2327005E+11
  0.1700000E-03  0.5772105E+12  0.2872357E+13  0.2530494E+17  0.5838457E+16  0.1625190E+12  0.4616643E+12  0.3114747E+17  0.3019670E+09  0.3187012E+11
  0.1800000E-03  0.5985060E+12  0.2978940E+13  0.2530417E+17  0.5233287E+16  0.1698708E+12  0.4787951E+12  0.3054169E+17  0.2954583E+09  0.4738207E+11
  0.1900000E-03  0.6249233E+12  0.3158331E+13  0.2530338E+17  0.9170630E+16  0.1997548E+12  0.5648811E+12  0.3447856E+17  0.2856690E+09  0.6808681E+11
  0.2000000E-03  0.6506350E+12  0.3249603E+13  0.2530258E+17  0.7748941E+16  0.2231680E+12  0.5812055E+12  0.3305623E+17  0.6160210E+09  0.9833523E+11
  0.2100000E-03  0.6676285E+12  0.3335447E+13  0.2530176E+17  0.7071331E+16  0.2382505E+12  0.5965592E+12  0.3237793E+17  0.5940078E+09  0.1377100E+12
  0.2200000E-03  0.7366299E+12  0.3985716E+13  0.2530090E+17  0.1517693E+17  0.2825208E+12  0.8357723E+12  0.4048367E+17  0.5861458E+09  0.1801580E+12
  0.2300000E-03  0.7986504E+12  0.4002051E+13  0.2530000E+17  0.1210467E+17  0.3098259E+12  0.8391976E+12  0.3741062E+17  0.1880530E+10  0.2614984E+12
  0.2400000E-03  0.8023872E+12  0.4024636E+13  0.2529910E+17  0.1059806E+17  0.3258033E+12  0.8439336E+12  0.3590316E+17  0.1728000E+10  0.4015833E+12
  0.2500000E-03  0.8466360E+12  0.4504229E+13  0.2529817E+17  0.2362318E+17  0.4258389E+12  0.1181965E+13  0.4892831E+17  0.1636870E+10  0.5691186E+12
  0.2600000E-03  0.8862042E+12  0.4461868E+13  0.2529722E+17  0.1933381E+17  0.4782429E+12  0.1170849E+13  0.4463803E+17  0.6002413E+10  0.8555421E+12
  0.2700000E-03  0.8794269E+12  0.4432015E+13  0.2529627E+17  0.1689128E+17  0.5064309E+12  0.1163015E+13  0.4219454E+17  0.5267620E+10  0.1307062E+13
  0.2800000E-03  0.8600020E+12  0.4355716E+13  0.2529533E+17  0.3247798E+17  0.6072045E+12  0.1560769E+13  0.5778070E+17  0.4801269E+10  0.1831605E+13
  0.2900000E-03  0.8479645E+12  0.4302682E+13  0.2529439E+17  0.2649592E+17  0.6589191E+12  0.1541766E+13  0.5179767E+17  0.1114256E+11  0.2613324E+13
  0.3000000E-03  0.8394165E+12  0.4264036E+13  0.2529346E+17  0.2290696E+17  0.6840745E+12  0.1527918E+13  0.4820774E+17  0.9322130E+10  0.3728339E+13
  0.3100000E-03  0.7376198E+12  0.3408187E+13  0.2529258E+17  0.2808384E+17  0.6513565E+12  0.1787920E+13  0.5338300E+17  0.8023105E+10  0.4954680E+13
  0.3200000E-03  0.6645880E+12  0.3410620E+13  0.2529175E+17  0.2367412E+17  0.6428841E+12  0.1789197E+13  0.4897238E+17  0.7720905E+10  0.6197788E+13
  0.3300000E-03  0.6660383E+12  0.3423148E+13  0.2529092E+17  0.2075113E+17  0.6417767E+12  0.1795768E+13  0.4604858E+17  0.6272110E+10  0.7422414E+13
  0.3400000E-03  0.5775657E+12  0.2621503E+13  0.2529014E+17  0.2507202E+17  0.6193410E+12  0.2017246E+13  0.5036800E+17  0.5388520E+10  0.8678007E+13
  0.3500000E-03  0.5128008E+12  0.2654522E+13  0.2528941E+17  0.2159873E+17  0.6154966E+12  0.2042654E+13  0.4689397E+17  0.5370564E+10  0.9944155E+13
  0.3600000E-03  0.5195233E+12  0.2693264E+13  0.2528868E+17  0.1923064E+17  0.6174463E+12  0.2072466E+13  0.4452522E+17  0.4583251E+10  0.1120121E+14
  0.3700000E-03  0.4523280E+12  0.2034537E+13  0.2528799E+17  0.2268305E+17  0.5991783E+12  0.2191961E+13  0.4797631E+17  0.3831709E+10  0.1245692E+14
  0.3800000E-03  0.4004881E+12  0.2078030E+13  0.2528734E+17  0.1981550E+17  0.5990540E+12  0.2238820E+13  0.4510815E+17  0.3791757E+10  0.1371463E+14
  0.3900000E-03  0.4090114E+12  0.2125423E+13  0.2528669E+17  0.1786791E+17  0.6047362E+12  0.2289880E+13  0.4316003E+17  0.3332964E+10  0.1496343E+14
  0.4000000E-03  0.3689853E+12  0.1717915E+13  0.2528607E+17  0.1839828E+17  0.5127680E+12  0.2497285E+13  0.4368945E+17  0.2731519E+10  0.1620461E+14
  0.4100000E-03  0.3373708E+12  0.1754028E+13  0.2528547E+17  0.1507190E+17  0.4881049E+12  0.2549781E+13  0.4036250E+17  0.1065640E+10  0.1699471E+14
  0.4200000E-03  0.3445744E+12  0.1794608E+13  0.2528487E+17  0.1350521E+17  0.4844469E+12  0.2608771E+13  0.3879531E+17  0.1029727E+10  0.1730938E+14
