 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Rogowsky Coil data
     time,       VolCurrent     ddtVolCurrent  
  0.1000000E-04  0.3369414E+08  0.0000000E+00
  0.2000000E-04  0.6456057E+08  0.0000000E+00
  0.3000000E-04  0.9287464E+08  0.0000000E+00
  0.4000000E-04  0.1188344E+09  0.0000000E+00
  0.5000000E-04  0.1426988E+09  0.0000000E+00
  0.6000000E-04  0.1646531E+09  0.0000000E+00
  0.7000000E-04  0.1849753E+09  0.0000000E+00
  0.8000000E-04  0.2036305E+09  0.0000000E+00
  0.9000000E-04  0.2208170E+09  0.0000000E+00
  0.1000000E-03  0.2379096E+09  0.0000000E+00
  0.1100000E-03  0.2522794E+09  0.0000000E+00
  0.1200000E-03  0.2656025E+09  0.0000000E+00
  0.1300000E-03  0.2808715E+09  0.0000000E+00
  0.1400000E-03  0.2919398E+09  0.0000000E+00
  0.1500000E-03  0.3022064E+09  0.0000000E+00
  0.1600000E-03  0.3321475E+09  0.0000000E+00
  0.1700000E-03  0.3389606E+09  0.0000000E+00
  0.1800000E-03  0.3451921E+09  0.0000000E+00
  0.1900000E-03  0.3554339E+09  0.0000000E+00
  0.2000000E-03  0.3605331E+09  0.0000000E+00
  0.2100000E-03  0.3652641E+09  0.0000000E+00
  0.2200000E-03  0.3992852E+09  0.0000000E+00
  0.2300000E-03  0.4001025E+09  0.0000000E+00
  0.2400000E-03  0.4012299E+09  0.0000000E+00
  0.2500000E-03  0.4244634E+09  0.0000000E+00
  0.2600000E-03  0.4224627E+09  0.0000000E+00
  0.2700000E-03  0.4210470E+09  0.0000000E+00
  0.2800000E-03  0.4174070E+09  0.0000000E+00
  0.2900000E-03  0.4148581E+09  0.0000000E+00
  0.3000000E-03  0.4129908E+09  0.0000000E+00
  0.3100000E-03  0.3692255E+09  0.0000000E+00
  0.3200000E-03  0.3693573E+09  0.0000000E+00
  0.3300000E-03  0.3700350E+09  0.0000000E+00
  0.3400000E-03  0.3238211E+09  0.0000000E+00
  0.3500000E-03  0.3258541E+09  0.0000000E+00
  0.3600000E-03  0.3282233E+09  0.0000000E+00
  0.3700000E-03  0.2852744E+09  0.0000000E+00
  0.3800000E-03  0.2883075E+09  0.0000000E+00
  0.3900000E-03  0.2915766E+09  0.0000000E+00
  0.4000000E-03  0.2621385E+09  0.0000000E+00
  0.4100000E-03  0.2648794E+09  0.0000000E+00
  0.4200000E-03  0.2679259E+09  0.0000000E+00
