 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.21511373E+09  0.22499983E+09  0.33694143E+08  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.19902112E+09  0.22499934E+09  0.64560568E+08  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.18427872E+09  0.22499855E+09  0.92874645E+08  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.17075622E+09  0.22499749E+09  0.11883443E+09  0.98193838E-02  0.13599322E-01  0.69013291E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.15835683E+09  0.22499619E+09  0.14269879E+09  0.98193838E-02  0.13100528E-01  0.69013291E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.14695798E+09  0.22499465E+09  0.16465305E+09  0.98193838E-02  0.12478202E-01  0.69013291E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.13648556E+09  0.22499290E+09  0.18497533E+09  0.98243159E-02  0.11749735E-01  0.69452819E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.12677881E+09  0.22499096E+09  0.20363046E+09  0.98243159E-02  0.11058138E-01  0.69452819E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.11786804E+09  0.22498884E+09  0.22081698E+09  0.98243159E-02  0.10456806E-01  0.69452819E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.10970952E+09  0.22498654E+09  0.23790956E+09  0.99614643E-02  0.10457442E-01  0.71017500E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.10154648E+09  0.22498409E+09  0.25227939E+09  0.99614643E-02  0.10728084E-01  0.71017500E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.94683269E+08  0.22498150E+09  0.26560252E+09  0.99614643E-02  0.99198092E-02  0.71017500E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.88424009E+08  0.22497877E+09  0.28087152E+09  0.10241053E-01  0.99238609E-02  0.74584960E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.81133702E+08  0.22497591E+09  0.29193985E+09  0.10241053E-01  0.10441208E-01  0.74584960E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
