 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Part data
  time,        LorFor-x,   LorFor-y,   LorFor-z,   JHEnergy,   MagEnergy,  KinEnergy,  PlasEnergy, LorTor-x,   LorTor-y,   LorTor-z,   SurFor-x,   SurFor-y,   SurFor-z,   SurTor-x,   SurTor-y,   SurTor-z,  
  0.1000000E-04  0.1214586E+07  0.1153585E+08 -0.2287800E+09  0.2647962E+14  0.4326287E+08  0.0000000E+00  0.0000000E+00 -0.2922455E+09  0.2096954E+11  0.1120362E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E-04  0.3604249E+07  0.5762204E+08 -0.1041141E+10  0.8519705E+14  0.2896927E+09  0.0000000E+00  0.0000000E+00 -0.1329464E+10  0.9540519E+11  0.5579228E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3000000E-04  0.4512118E+07  0.1450442E+09 -0.2411924E+10  0.1567920E+15  0.8788251E+09  0.0000000E+00  0.0000000E+00 -0.3072333E+10  0.2209401E+12  0.1400948E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4000000E-04  0.2440623E+07  0.2796416E+09 -0.4184404E+10  0.2315351E+15  0.1878251E+10  0.0000000E+00  0.0000000E+00 -0.5271273E+10  0.3832747E+12  0.2673284E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5000000E-04 -0.4308860E+07  0.4446514E+09 -0.6260130E+10  0.3049376E+15  0.3316411E+10  0.0000000E+00  0.0000000E+00 -0.7590963E+10  0.5727305E+12  0.4234073E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.6000000E-04 -0.1695877E+08  0.6308773E+09 -0.8509867E+10  0.3737653E+15  0.5182589E+10  0.0000000E+00  0.0000000E+00 -0.9879860E+10  0.7774940E+12  0.5999262E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7000000E-04 -0.6143843E+08  0.8142073E+09 -0.1062993E+11  0.4322670E+15  0.7382705E+10  0.0000000E+00  0.0000000E+00 -0.1216934E+11  0.9733118E+12  0.7749242E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8000000E-04 -0.1123369E+09  0.1011365E+10 -0.1274757E+11  0.4861889E+15  0.9884878E+10  0.0000000E+00  0.0000000E+00 -0.1432556E+11  0.1168532E+13  0.9632032E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9000000E-04 -0.1700548E+09  0.1213375E+10 -0.1480881E+11  0.5346067E+15  0.1265339E+11  0.0000000E+00  0.0000000E+00 -0.1630396E+11  0.1357809E+13  0.1156021E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1000000E-03 -0.7154656E+08  0.1404739E+10 -0.1851368E+11  0.6764886E+15  0.1593552E+11  0.0000000E+00  0.0000000E+00 -0.1874853E+11  0.1702759E+13  0.1321207E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1100000E-03 -0.5075051E+08  0.1623260E+10 -0.2066243E+11  0.6912075E+15  0.1954653E+11  0.0000000E+00  0.0000000E+00 -0.2002162E+11  0.1897191E+13  0.1517301E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1200000E-03 -0.6916604E+08  0.1819693E+10 -0.2246366E+11  0.7095723E+15  0.2326526E+11  0.0000000E+00  0.0000000E+00 -0.2103517E+11  0.2060251E+13  0.1696647E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1300000E-03 -0.2386706E+09  0.2158772E+10 -0.2734924E+11  0.9139072E+15  0.2747870E+11  0.0000000E+00  0.0000000E+00 -0.2611885E+11  0.2504044E+13  0.1967732E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1400000E-03 -0.3176732E+08  0.2338636E+10 -0.2863502E+11  0.8698340E+15  0.3178207E+11  0.0000000E+00  0.0000000E+00 -0.2732425E+11  0.2611160E+13  0.2128749E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1500000E-03  0.6380701E+08  0.2517597E+10 -0.2933974E+11  0.8434881E+15  0.3586402E+11  0.0000000E+00  0.0000000E+00 -0.2824665E+11  0.2669057E+13  0.2288526E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1600000E-03  0.2773021E+09  0.2379747E+10 -0.1348549E+11  0.6624618E+15  0.3292590E+11  0.0000000E+00  0.0000000E+00 -0.1758974E+11  0.1152261E+13  0.2091477E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1700000E-03  0.3450986E+08  0.2343829E+10 -0.1744332E+11  0.6023617E+15  0.3283875E+11  0.0000000E+00  0.0000000E+00 -0.2048028E+11  0.1518586E+13  0.2050174E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1800000E-03 -0.1850327E+09  0.2355729E+10 -0.1989817E+11  0.5860251E+15  0.3406593E+11  0.0000000E+00  0.0000000E+00 -0.2240891E+11  0.1743190E+13  0.2053752E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1900000E-03  0.2741464E+09  0.2570617E+10 -0.3472835E+11  0.1056817E+16  0.3971308E+11  0.0000000E+00  0.0000000E+00 -0.3206744E+11  0.3009878E+13  0.2192166E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E-03  0.1020990E+09  0.2638405E+10 -0.3506719E+11  0.9339626E+15  0.4473101E+11  0.0000000E+00  0.0000000E+00 -0.3156840E+11  0.3037194E+13  0.2247017E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2100000E-03 -0.7136306E+08  0.2702104E+10 -0.3490112E+11  0.8672191E+15  0.4905746E+11  0.0000000E+00  0.0000000E+00 -0.3106693E+11  0.3023514E+13  0.2300643E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2200000E-03 -0.1655754E+10  0.3054703E+10 -0.3166167E+11  0.1274811E+16  0.4957124E+11  0.0000000E+00  0.0000000E+00 -0.2857959E+11  0.2589013E+13  0.2448622E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2300000E-03 -0.2050359E+10  0.2956837E+10 -0.3492796E+11  0.1062471E+16  0.5195317E+11  0.0000000E+00  0.0000000E+00 -0.2782079E+11  0.2880419E+13  0.2369016E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2400000E-03 -0.2346786E+10  0.2880267E+10 -0.3600963E+11  0.9387198E+15  0.5469377E+11  0.0000000E+00  0.0000000E+00 -0.2686760E+11  0.2990717E+13  0.2306837E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2500000E-03 -0.3737803E+10  0.2873001E+10 -0.5849358E+11  0.2213849E+16  0.6225135E+11  0.0000000E+00  0.0000000E+00 -0.1994406E+11  0.4489275E+13  0.2152365E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2600000E-03 -0.3715330E+10  0.2693142E+10 -0.6102825E+11  0.1777741E+16  0.6995416E+11  0.0000000E+00  0.0000000E+00 -0.1927154E+11  0.4694555E+13  0.2010441E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2700000E-03 -0.3695946E+10  0.2559808E+10 -0.6074103E+11  0.1514954E+16  0.7645269E+11  0.0000000E+00  0.0000000E+00 -0.1883274E+11  0.4700027E+13  0.1904426E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2800000E-03  0.9481139E+09  0.8649518E+09 -0.6738882E+11  0.3748538E+16  0.8111546E+11  0.0000000E+00  0.0000000E+00  0.9583422E+10  0.4719324E+13  0.6227073E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2900000E-03  0.7817592E+09  0.6650874E+09 -0.7633183E+11  0.2961385E+16  0.8977830E+11  0.0000000E+00  0.0000000E+00  0.7962632E+10  0.5284054E+13  0.4907141E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3000000E-03  0.6582761E+09  0.5361988E+09 -0.7899642E+11  0.2473040E+16  0.9842763E+11  0.0000000E+00  0.0000000E+00  0.5997320E+10  0.5479068E+13  0.4034983E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3100000E-03 -0.2226378E+09 -0.3242784E+09 -0.2995491E+11  0.5673303E+16  0.8458968E+11  0.0000000E+00  0.0000000E+00  0.1100610E+11  0.1998516E+13 -0.1025703E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3200000E-03 -0.9683470E+09 -0.2913772E+09 -0.5607646E+11  0.4400666E+16  0.8614264E+11  0.0000000E+00  0.0000000E+00  0.8024532E+10  0.3203630E+13 -0.9235993E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3300000E-03 -0.1520831E+10 -0.2555051E+09 -0.6867770E+11  0.3614617E+16  0.9285393E+11  0.0000000E+00  0.0000000E+00  0.5627371E+10  0.3834443E+13 -0.8101532E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3400000E-03 -0.3314425E+09 -0.1239830E+09 -0.3956342E+11  0.5828755E+16  0.8471134E+11  0.0000000E+00  0.0000000E+00  0.3325462E+10  0.2074716E+13 -0.1689952E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3500000E-03 -0.7048116E+09 -0.1397540E+09 -0.6392862E+11  0.4697317E+16  0.8973980E+11  0.0000000E+00  0.0000000E+00  0.3738664E+10  0.2527443E+13 -0.1581020E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3600000E-03 -0.1003920E+10 -0.1401515E+09 -0.7648714E+11  0.3986220E+16  0.9911835E+11  0.0000000E+00  0.0000000E+00  0.3379917E+10  0.2834270E+13 -0.1541822E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3700000E-03 -0.3589508E+09 -0.1003781E+09 -0.5497302E+11  0.5876648E+16  0.9584063E+11  0.0000000E+00  0.0000000E+00  0.1217419E+10  0.1585142E+13  0.1686434E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3800000E-03 -0.7334303E+09 -0.1019092E+09 -0.7723166E+11  0.4871035E+16  0.1037494E+12  0.0000000E+00  0.0000000E+00  0.1812338E+10  0.1174670E+13  0.1765024E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3900000E-03 -0.1015723E+10 -0.9973850E+08 -0.8917335E+11  0.4239331E+16  0.1152403E+12  0.0000000E+00  0.0000000E+00  0.1753005E+10  0.1061482E+13  0.1677070E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4000000E-03 -0.1518456E+10 -0.1090435E+09 -0.5833592E+11  0.4950764E+16  0.1127986E+12  0.0000000E+00  0.0000000E+00 -0.1042538E+09  0.1550066E+13  0.9431422E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4100000E-03 -0.2283126E+10 -0.1498028E+09 -0.7522786E+11  0.4370916E+16  0.1194854E+12  0.0000000E+00  0.0000000E+00  0.7917761E+08  0.7032067E+12  0.1364083E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4200000E-03 -0.2718801E+10 -0.1783822E+09 -0.8585631E+11  0.4007958E+16  0.1297255E+12  0.0000000E+00  0.0000000E+00 -0.2045304E+08  0.2324079E+12  0.1674821E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
