 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.293610E+02  0.293610E+02
  0.3000E-04  0.369800E+01  0.330590E+02
  0.4000E-04  0.381600E+01  0.368750E+02
  0.5000E-04  0.293190E+02  0.661940E+02
  0.6000E-04  0.399200E+01  0.701860E+02
  0.7000E-04  0.398100E+01  0.741670E+02
  0.8000E-04  0.298230E+02  0.103990E+03
  0.9000E-04  0.410800E+01  0.108098E+03
  0.1000E-03  0.549100E+01  0.113589E+03
  0.1100E-03  0.348160E+02  0.148405E+03
  0.1200E-03  0.415300E+01  0.152558E+03
  0.1300E-03  0.409700E+01  0.156655E+03
  0.1400E-03  0.304180E+02  0.187073E+03
  0.1500E-03  0.377701E+01  0.190850E+03
  0.1600E-03  0.381099E+01  0.194661E+03
  0.1700E-03  0.302720E+02  0.224933E+03
  0.1800E-03  0.409200E+01  0.229025E+03
  0.1900E-03  0.401300E+01  0.233038E+03
  0.2000E-03  0.298140E+02  0.262852E+03
  0.2100E-03  0.381201E+01  0.266664E+03
  0.2200E-03  0.379700E+01  0.270461E+03
  0.2300E-03  0.294650E+02  0.299926E+03
  0.2400E-03  0.427899E+01  0.304205E+03
  0.2500E-03  0.405801E+01  0.308263E+03
  0.2600E-03  0.305300E+02  0.338793E+03
  0.2700E-03  0.404300E+01  0.342836E+03
  0.2800E-03  0.399899E+01  0.346835E+03
  0.2900E-03  0.301860E+02  0.377021E+03
  0.3000E-03  0.415900E+01  0.381180E+03
  0.3100E-03  0.411200E+01  0.385292E+03
  0.3200E-03  0.300420E+02  0.415334E+03
  0.3300E-03  0.386298E+01  0.419197E+03
  0.3400E-03  0.389102E+01  0.423088E+03
  0.3500E-03  0.339430E+02  0.457031E+03
  0.3600E-03  0.569000E+01  0.462721E+03
  0.3700E-03  0.546600E+01  0.468187E+03
  0.3800E-03  0.330930E+02  0.501280E+03
  0.3900E-03  0.397894E+01  0.505259E+03
  0.4000E-03  0.394702E+01  0.509206E+03
  0.4100E-03  0.305460E+02  0.539752E+03
  0.4200E-03  0.419598E+01  0.543948E+03
  0.4300E-03  0.392499E+01  0.547873E+03
  0.4400E-03  0.303120E+02  0.578185E+03
  0.4500E-03  0.391699E+01  0.582102E+03
  0.4600E-03  0.387299E+01  0.585975E+03
  0.4700E-03  0.302600E+02  0.616235E+03
  0.4800E-03  0.394299E+01  0.620178E+03
  0.4900E-03  0.394202E+01  0.624120E+03
  0.5000E-03  0.300620E+02  0.654182E+03
  0.5100E-03  0.368799E+01  0.657870E+03
  0.5200E-03  0.361798E+01  0.661488E+03
  0.5300E-03  0.296650E+02  0.691153E+03
  0.5400E-03  0.362500E+01  0.694778E+03
  0.5500E-03  0.352997E+01  0.698308E+03
  0.5600E-03  0.298520E+02  0.728160E+03
  0.5700E-03  0.341302E+01  0.731573E+03
  0.5800E-03  0.342102E+01  0.734994E+03
  0.5900E-03  0.146973E+00  0.735141E+03
  0.6000E-03  0.380249E-01  0.735179E+03
  0.6100E-03  0.429688E-01  0.735222E+03
  0.6200E-03  0.132019E+00  0.735354E+03
  0.6300E-03  0.440063E-01  0.735398E+03
  0.6400E-03  0.369873E-01  0.735435E+03
  0.6500E-03  0.138000E+00  0.735573E+03
  0.6600E-03  0.460205E-01  0.735619E+03
  0.6700E-03  0.419922E-01  0.735661E+03
  0.6800E-03  0.128967E+00  0.735790E+03
  0.6900E-03  0.440063E-01  0.735834E+03
  0.7000E-03  0.419922E-01  0.735876E+03
  0.7100E-03  0.137024E+00  0.736013E+03
  0.7200E-03  0.430298E-01  0.736056E+03
  0.7300E-03  0.439453E-01  0.736100E+03
  0.7400E-03  0.135010E+00  0.736235E+03
  0.7500E-03  0.390015E-01  0.736274E+03
  0.7600E-03  0.390015E-01  0.736313E+03
  0.7700E-03  0.132996E+00  0.736446E+03
  0.7800E-03  0.380249E-01  0.736484E+03
  0.7900E-03  0.379639E-01  0.736522E+03
  0.8000E-03  0.131042E+00  0.736653E+03
  0.8100E-03  0.390015E-01  0.736692E+03
  0.8200E-03  0.399780E-01  0.736732E+03
  0.8300E-03  0.130981E+00  0.736863E+03
  0.8400E-03  0.370483E-01  0.736900E+03
  0.8500E-03  0.390015E-01  0.736939E+03
  0.8600E-03  0.141968E+00  0.737081E+03
  0.8700E-03  0.380249E-01  0.737119E+03
  0.8800E-03  0.379639E-01  0.737157E+03
  0.8900E-03  0.132996E+00  0.737290E+03
  0.9000E-03  0.370483E-01  0.737327E+03
  0.9100E-03  0.409546E-01  0.737368E+03
  0.9200E-03  0.132019E+00  0.737500E+03
  0.9300E-03  0.399780E-01  0.737540E+03
  0.9400E-03  0.370483E-01  0.737577E+03
  0.9500E-03  0.131958E+00  0.737709E+03
  0.9600E-03  0.440063E-01  0.737753E+03
  0.9700E-03  0.380249E-01  0.737791E+03
  0.9800E-03  0.130005E+00  0.737921E+03
  0.9900E-03  0.409546E-01  0.737962E+03
