 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.18000000E-03  0.41191251E+08  0.14997566E+09  0.21953263E+09  0.10214510E-01  0.84560723E-02  0.74099012E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19000000E-03  0.38674946E+08  0.14997344E+09  0.22515394E+09  0.10455282E-01  0.83294975E-02  0.77506071E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-03  0.35989116E+08  0.14997117E+09  0.22968756E+09  0.10455282E-01  0.82637612E-02  0.77506071E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21000000E-03  0.33822516E+08  0.14996885E+09  0.23387246E+09  0.10455282E-01  0.76669702E-02  0.77506071E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22000000E-03  0.31865630E+08  0.14996641E+09  0.25380124E+09  0.10940908E-01  0.49282660E-02  0.81793126E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23000000E-03  0.22348593E+08  0.14996386E+09  0.25579302E+09  0.10940908E-01  0.51707821E-02  0.81793126E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24000000E-03  0.21395212E+08  0.14996130E+09  0.25760486E+09  0.10940908E-01  0.46529418E-02  0.81793126E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25000000E-03  0.20616820E+08  0.14995870E+09  0.26211279E+09  0.11406765E-01  0.51103600E-02  0.88194046E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26000000E-03  0.18462420E+08  0.14995607E+09  0.26357471E+09  0.11406765E-01  0.58733235E-02  0.88194046E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27000000E-03  0.17762041E+08  0.14995343E+09  0.26501730E+09  0.11406765E-01  0.53863985E-02  0.88194046E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28000000E-03  0.17205719E+08  0.14995072E+09  0.27697329E+09  0.12318145E-01  0.52657441E-02  0.97809520E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29000000E-03  0.11497252E+08  0.14994795E+09  0.27691040E+09  0.12318145E-01  0.61058115E-02  0.97809520E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-03  0.11524612E+08  0.14994518E+09  0.27700200E+09  0.12318145E-01  0.56117745E-02  0.97809520E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31000000E-03  0.11655700E+08  0.14994235E+09  0.28895123E+09  0.13571220E-01  0.61454525E-02  0.11177365E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32000000E-03  0.59518239E+07  0.14993946E+09  0.28783870E+09  0.13571220E-01  0.76167716E-02  0.11177365E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33000000E-03  0.64798627E+07  0.14993659E+09  0.28698500E+09  0.13571220E-01  0.66244493E-02  0.11177365E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34000000E-03  0.71423660E+07  0.14993365E+09  0.30113876E+09  0.15429463E-01  0.69685261E-02  0.13238172E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35000000E-03  0.38943469E+06  0.14993065E+09  0.29852080E+09  0.15429463E-01  0.96142836E-02  0.13238172E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36000000E-03  0.16350930E+07  0.14992767E+09  0.29640997E+09  0.15429463E-01  0.82106724E-02  0.13238172E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37000000E-03  0.30331683E+07  0.14992472E+09  0.29519499E+09  0.18097679E-01  0.92232699E-02  0.16396006E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38000000E-03  0.36093005E+07  0.14992178E+09  0.29282190E+09  0.18097679E-01  0.12587417E-01  0.16396006E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.39000000E-03  0.47373298E+07  0.14991886E+09  0.29091934E+09  0.18097679E-01  0.10730239E-01  0.16396006E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-03  0.61560925E+07  0.14991603E+09  0.27470151E+09  0.22266409E-01  0.13420567E-01  0.21173763E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.41000000E-03  0.13874119E+08  0.14991329E+09  0.27333111E+09  0.22266409E-01  0.21917771E-01  0.21173763E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.42000000E-03  0.14523877E+08  0.14991056E+09  0.27239129E+09  0.22266409E-01  0.18222631E-01  0.21173763E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.43000000E-03  0.15432924E+08  0.14990795E+09  0.25046365E+09  0.27882947E-01  0.20309088E-01  0.27735760E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.44000000E-03  0.25867805E+08  0.14990544E+09  0.25047150E+09  0.27882947E-01  0.32305121E-01  0.27735760E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.45000000E-03  0.25861646E+08  0.14990294E+09  0.25076503E+09  0.27882947E-01  0.26700643E-01  0.27735760E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.46000000E-03  0.26038547E+08  0.14990053E+09  0.23025616E+09  0.34871852E-01  0.26769745E-01  0.35866055E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.47000000E-03  0.35809538E+08  0.14989822E+09  0.23111986E+09  0.34871852E-01  0.39471810E-01  0.35866055E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.48000000E-03  0.35395709E+08  0.14989591E+09  0.23221055E+09  0.34871852E-01  0.33036121E-01  0.35866055E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.49000000E-03  0.35078224E+08  0.14989368E+09  0.21276809E+09  0.42834443E-01  0.33009642E-01  0.45292814E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-03  0.44360221E+08  0.14989155E+09  0.21419186E+09  0.42834443E-01  0.48229055E-01  0.45292814E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.51000000E-03  0.43678264E+08  0.14988940E+09  0.21578847E+09  0.42834443E-01  0.40873483E-01  0.45292814E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.52000000E-03  0.43064150E+08  0.14988733E+09  0.19782303E+09  0.51837973E-01  0.39878273E-01  0.55876208E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.53000000E-03  0.51661189E+08  0.14988534E+09  0.19965835E+09  0.51837973E-01  0.55612384E-01  0.55876208E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.54000000E-03  0.50780786E+08  0.14988334E+09  0.20159637E+09  0.51837973E-01  0.47683777E-01  0.55876208E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.55000000E-03  0.50002186E+08  0.14988140E+09  0.18648621E+09  0.63970588E-01  0.45274690E-01  0.67692920E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.56000000E-03  0.57248003E+08  0.14987952E+09  0.18837276E+09  0.63970588E-01  0.59311748E-01  0.67692920E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.57000000E-03  0.56341266E+08  0.14987763E+09  0.19037890E+09  0.63970588E-01  0.51895211E-01  0.67692920E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
