 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.5000E-05  0.000000E+00  0.000000E+00
  0.1000E-04  0.294370E+02  0.294370E+02
  0.1500E-04  0.348700E+01  0.329240E+02
  0.2000E-04  0.351800E+01  0.364420E+02
  0.2500E-04  0.294300E+02  0.658720E+02
  0.3000E-04  0.358099E+01  0.694530E+02
  0.3500E-04  0.363600E+01  0.730890E+02
  0.4000E-04  0.293330E+02  0.102422E+03
  0.4500E-04  0.360001E+01  0.106022E+03
  0.5000E-04  0.360800E+01  0.109630E+03
  0.5500E-04  0.305080E+02  0.140138E+03
  0.6000E-04  0.373900E+01  0.143877E+03
  0.6500E-04  0.374800E+01  0.147625E+03
  0.7000E-04  0.300640E+02  0.177689E+03
  0.7500E-04  0.355600E+01  0.181245E+03
  0.8000E-04  0.353200E+01  0.184777E+03
  0.8500E-04  0.293940E+02  0.214171E+03
  0.9000E-04  0.356900E+01  0.217740E+03
  0.9500E-04  0.350999E+01  0.221250E+03
  0.1000E-03  0.298370E+02  0.251087E+03
  0.1050E-03  0.383600E+01  0.254923E+03
  0.1100E-03  0.370001E+01  0.258623E+03
  0.1150E-03  0.296780E+02  0.288301E+03
  0.1200E-03  0.386899E+01  0.292170E+03
  0.1250E-03  0.371201E+01  0.295882E+03
  0.1300E-03  0.295940E+02  0.325476E+03
  0.1350E-03  0.396899E+01  0.329445E+03
  0.1400E-03  0.374802E+01  0.333193E+03
  0.1450E-03  0.352050E+02  0.368398E+03
  0.1500E-03  0.407001E+01  0.372468E+03
  0.1550E-03  0.403500E+01  0.376503E+03
  0.1600E-03  0.310390E+02  0.407542E+03
  0.1650E-03  0.384198E+01  0.411384E+03
  0.1700E-03  0.383401E+01  0.415218E+03
  0.1750E-03  0.316560E+02  0.446874E+03
  0.1800E-03  0.389499E+01  0.450769E+03
  0.1850E-03  0.384799E+01  0.454617E+03
  0.1900E-03  0.351910E+02  0.489808E+03
  0.1950E-03  0.488000E+01  0.494688E+03
  0.2000E-03  0.500800E+01  0.499696E+03
  0.2050E-03  0.405200E+02  0.540216E+03
  0.2100E-03  0.491901E+01  0.545135E+03
  0.2150E-03  0.493896E+01  0.550074E+03
  0.2200E-03  0.143982E+00  0.550218E+03
  0.2250E-03  0.300293E-01  0.550248E+03
  0.2300E-03  0.269775E-01  0.550275E+03
  0.2350E-03  0.171021E+00  0.550446E+03
  0.2400E-03  0.300293E-01  0.550476E+03
  0.2450E-03  0.319824E-01  0.550508E+03
  0.2500E-03  0.153992E+00  0.550662E+03
  0.2550E-03  0.339966E-01  0.550696E+03
  0.2600E-03  0.330200E-01  0.550729E+03
  0.2650E-03  0.151978E+00  0.550881E+03
  0.2700E-03  0.289917E-01  0.550910E+03
  0.2750E-03  0.319824E-01  0.550942E+03
  0.2800E-03  0.155029E+00  0.551097E+03
  0.2850E-03  0.330200E-01  0.551130E+03
  0.2900E-03  0.310059E-01  0.551161E+03
  0.2950E-03  0.164001E+00  0.551325E+03
  0.3000E-03  0.269775E-01  0.551352E+03
  0.3050E-03  0.269775E-01  0.551379E+03
  0.3100E-03  0.158020E+00  0.551537E+03
  0.3150E-03  0.260010E-01  0.551563E+03
  0.3200E-03  0.310059E-01  0.551594E+03
  0.3250E-03  0.153992E+00  0.551748E+03
  0.3300E-03  0.280151E-01  0.551776E+03
  0.3350E-03  0.289917E-01  0.551805E+03
  0.3400E-03  0.158020E+00  0.551963E+03
  0.3450E-03  0.399780E-01  0.552003E+03
  0.3500E-03  0.360107E-01  0.552039E+03
  0.3550E-03  0.156006E+00  0.552195E+03
  0.3600E-03  0.279541E-01  0.552223E+03
  0.3650E-03  0.280151E-01  0.552251E+03
  0.3700E-03  0.150024E+00  0.552401E+03
  0.3750E-03  0.269775E-01  0.552428E+03
  0.3800E-03  0.269775E-01  0.552455E+03
  0.3850E-03  0.138000E+00  0.552593E+03
  0.3900E-03  0.250244E-01  0.552618E+03
  0.3950E-03  0.250244E-01  0.552643E+03
  0.4000E-03  0.149963E+00  0.552793E+03
  0.4050E-03  0.390015E-01  0.552832E+03
  0.4100E-03  0.339966E-01  0.552866E+03
  0.4150E-03  0.145020E+00  0.553011E+03
  0.4200E-03  0.330200E-01  0.553044E+03
  0.4250E-03  0.269775E-01  0.553071E+03
  0.4300E-03  0.166992E+00  0.553238E+03
  0.4350E-03  0.300293E-01  0.553268E+03
  0.4400E-03  0.249634E-01  0.553293E+03
  0.4450E-03  0.158020E+00  0.553451E+03
  0.4500E-03  0.299683E-01  0.553481E+03
  0.4550E-03  0.330200E-01  0.553514E+03
  0.4600E-03  0.156006E+00  0.553670E+03
  0.4650E-03  0.269775E-01  0.553697E+03
  0.4700E-03  0.300293E-01  0.553727E+03
  0.4750E-03  0.149963E+00  0.553877E+03
  0.4800E-03  0.280151E-01  0.553905E+03
  0.4850E-03  0.300293E-01  0.553935E+03
  0.4900E-03  0.153015E+00  0.554088E+03
  0.4950E-03  0.239868E-01  0.554112E+03
  0.5000E-03  0.260010E-01  0.554138E+03
  0.5050E-03  0.153992E+00  0.554292E+03
  0.5100E-03  0.269775E-01  0.554319E+03
  0.5150E-03  0.310059E-01  0.554350E+03
  0.5200E-03  0.161987E+00  0.554512E+03
  0.5250E-03  0.339966E-01  0.554546E+03
  0.5300E-03  0.290527E-01  0.554575E+03
  0.5350E-03  0.145996E+00  0.554721E+03
  0.5400E-03  0.279541E-01  0.554749E+03
  0.5450E-03  0.289917E-01  0.554778E+03
  0.5500E-03  0.145020E+00  0.554923E+03
  0.5550E-03  0.260010E-01  0.554949E+03
  0.5600E-03  0.270386E-01  0.554976E+03
  0.5650E-03  0.162964E+00  0.555139E+03
  0.5700E-03  0.239868E-01  0.555163E+03
  0.5750E-03  0.310059E-01  0.555194E+03
  0.5800E-03  0.138000E+00  0.555332E+03
  0.5850E-03  0.320435E-01  0.555364E+03
  0.5900E-03  0.289917E-01  0.555393E+03
  0.5950E-03  0.156982E+00  0.555550E+03
  0.6000E-03  0.299683E-01  0.555580E+03
  0.6050E-03  0.280151E-01  0.555608E+03
  0.6100E-03  0.150024E+00  0.555758E+03
  0.6150E-03  0.289917E-01  0.555787E+03
  0.6200E-03  0.310059E-01  0.555818E+03
  0.6250E-03  0.158020E+00  0.555976E+03
  0.6300E-03  0.389404E-01  0.556015E+03
  0.6350E-03  0.280151E-01  0.556043E+03
  0.6400E-03  0.174011E+00  0.556217E+03
  0.6450E-03  0.289917E-01  0.556246E+03
  0.6500E-03  0.270386E-01  0.556273E+03
  0.6550E-03  0.160950E+00  0.556434E+03
  0.6600E-03  0.280151E-01  0.556462E+03
  0.6650E-03  0.300293E-01  0.556492E+03
  0.6700E-03  0.152954E+00  0.556645E+03
  0.6750E-03  0.270386E-01  0.556672E+03
  0.6800E-03  0.249634E-01  0.556697E+03
  0.6850E-03  0.144043E+00  0.556841E+03
  0.6900E-03  0.269775E-01  0.556868E+03
  0.6950E-03  0.310059E-01  0.556899E+03
  0.7000E-03  0.153992E+00  0.557053E+03
  0.7050E-03  0.300293E-01  0.557083E+03
  0.7100E-03  0.299683E-01  0.557113E+03
  0.7150E-03  0.158997E+00  0.557272E+03
  0.7200E-03  0.330200E-01  0.557305E+03
  0.7250E-03  0.269775E-01  0.557332E+03
  0.7300E-03  0.143005E+00  0.557475E+03
  0.7350E-03  0.250244E-01  0.557500E+03
  0.7400E-03  0.310059E-01  0.557531E+03
  0.7450E-03  0.141968E+00  0.557673E+03
  0.7500E-03  0.319824E-01  0.557705E+03
  0.7550E-03  0.280151E-01  0.557733E+03
  0.7600E-03  0.165039E+00  0.557898E+03
  0.7650E-03  0.349731E-01  0.557933E+03
  0.7700E-03  0.349731E-01  0.557968E+03
  0.7750E-03  0.205017E+00  0.558173E+03
  0.7800E-03  0.339966E-01  0.558207E+03
  0.7850E-03  0.390015E-01  0.558246E+03
  0.7900E-03  0.199036E+00  0.558445E+03
  0.7950E-03  0.359497E-01  0.558481E+03
  0.8000E-03  0.320435E-01  0.558513E+03
  0.8050E-03  0.183960E+00  0.558697E+03
  0.8100E-03  0.410156E-01  0.558738E+03
  0.8150E-03  0.350342E-01  0.558773E+03
