 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.8200E-03  0.151978E+00  0.558925E+03
  0.8250E-03  0.239868E-01  0.558949E+03
  0.8300E-03  0.280151E-01  0.558977E+03
  0.8350E-03  0.156982E+00  0.559134E+03
  0.8400E-03  0.270386E-01  0.559161E+03
  0.8450E-03  0.409546E-01  0.559202E+03
  0.8500E-03  0.190002E+00  0.559392E+03
  0.8550E-03  0.280151E-01  0.559420E+03
  0.8600E-03  0.250244E-01  0.559445E+03
  0.8650E-03  0.151001E+00  0.559596E+03
  0.8700E-03  0.289917E-01  0.559625E+03
  0.8750E-03  0.360107E-01  0.559661E+03
  0.8800E-03  0.168945E+00  0.559830E+03
  0.8850E-03  0.310059E-01  0.559861E+03
  0.8900E-03  0.280151E-01  0.559889E+03
  0.8950E-03  0.153992E+00  0.560043E+03
  0.9000E-03  0.280151E-01  0.560071E+03
  0.9050E-03  0.230103E-01  0.560094E+03
  0.9100E-03  0.180969E+00  0.560275E+03
  0.9150E-03  0.280151E-01  0.560303E+03
  0.9200E-03  0.239868E-01  0.560327E+03
  0.9250E-03  0.147034E+00  0.560474E+03
  0.9300E-03  0.329590E-01  0.560507E+03
  0.9350E-03  0.310059E-01  0.560538E+03
  0.9400E-03  0.140015E+00  0.560678E+03
  0.9450E-03  0.269775E-01  0.560705E+03
  0.9500E-03  0.270386E-01  0.560732E+03
  0.9550E-03  0.146973E+00  0.560879E+03
  0.9600E-03  0.270386E-01  0.560906E+03
  0.9650E-03  0.260010E-01  0.560932E+03
  0.9700E-03  0.144958E+00  0.561077E+03
  0.9750E-03  0.240479E-01  0.561101E+03
  0.9800E-03  0.249634E-01  0.561126E+03
  0.9850E-03  0.138977E+00  0.561265E+03
  0.9900E-03  0.270386E-01  0.561292E+03
  0.9950E-03  0.260010E-01  0.561318E+03
