 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.396140E+02  0.396140E+02
  0.3000E-04  0.471400E+01  0.443280E+02
  0.4000E-04  0.510600E+01  0.494340E+02
  0.5000E-04  0.393250E+02  0.887590E+02
  0.6000E-04  0.516400E+01  0.939230E+02
  0.7000E-04  0.532100E+01  0.992440E+02
  0.8000E-04  0.393300E+02  0.138574E+03
  0.9000E-04  0.506799E+01  0.143642E+03
  0.1000E-03  0.539000E+01  0.149032E+03
  0.1100E-03  0.402130E+02  0.189245E+03
  0.1200E-03  0.578700E+01  0.195032E+03
  0.1300E-03  0.567700E+01  0.200709E+03
  0.1400E-03  0.339360E+02  0.234645E+03
  0.1500E-03  0.456403E+01  0.239209E+03
  0.1600E-03  0.414297E+01  0.243352E+03
  0.1700E-03  0.295050E+02  0.272857E+03
  0.1800E-03  0.397800E+01  0.276835E+03
  0.1900E-03  0.386902E+01  0.280704E+03
  0.2000E-03  0.140991E+00  0.280845E+03
  0.2100E-03  0.410156E-01  0.280886E+03
  0.2200E-03  0.439758E-01  0.280930E+03
  0.2300E-03  0.132019E+00  0.281062E+03
  0.2400E-03  0.379944E-01  0.281100E+03
  0.2500E-03  0.390015E-01  0.281139E+03
  0.2600E-03  0.127991E+00  0.281267E+03
  0.2700E-03  0.459900E-01  0.281313E+03
  0.2800E-03  0.420227E-01  0.281355E+03
  0.2900E-03  0.126984E+00  0.281482E+03
  0.3000E-03  0.450134E-01  0.281527E+03
  0.3100E-03  0.419922E-01  0.281569E+03
  0.3200E-03  0.130005E+00  0.281699E+03
  0.3300E-03  0.400085E-01  0.281739E+03
  0.3400E-03  0.439758E-01  0.281783E+03
  0.3500E-03  0.134003E+00  0.281917E+03
  0.3600E-03  0.429993E-01  0.281960E+03
  0.3700E-03  0.429993E-01  0.282003E+03
  0.3800E-03  0.130005E+00  0.282133E+03
  0.3900E-03  0.390015E-01  0.282172E+03
  0.4000E-03  0.429993E-01  0.282215E+03
  0.4100E-03  0.130005E+00  0.282345E+03
  0.4200E-03  0.410156E-01  0.282386E+03
  0.4300E-03  0.439758E-01  0.282430E+03
  0.4400E-03  0.131012E+00  0.282561E+03
  0.4500E-03  0.400085E-01  0.282601E+03
  0.4600E-03  0.449829E-01  0.282646E+03
  0.4700E-03  0.131012E+00  0.282777E+03
  0.4800E-03  0.390015E-01  0.282816E+03
  0.4900E-03  0.419922E-01  0.282858E+03
  0.5000E-03  0.135010E+00  0.282993E+03
  0.5100E-03  0.419922E-01  0.283035E+03
  0.5200E-03  0.390015E-01  0.283074E+03
  0.5300E-03  0.134003E+00  0.283208E+03
  0.5400E-03  0.409851E-01  0.283249E+03
  0.5500E-03  0.400085E-01  0.283289E+03
  0.5600E-03  0.131012E+00  0.283420E+03
  0.5700E-03  0.419922E-01  0.283462E+03
  0.5800E-03  0.400085E-01  0.283502E+03
  0.5900E-03  0.129974E+00  0.283632E+03
  0.6000E-03  0.400085E-01  0.283672E+03
  0.6100E-03  0.440063E-01  0.283716E+03
  0.6200E-03  0.131989E+00  0.283848E+03
  0.6300E-03  0.469971E-01  0.283895E+03
  0.6400E-03  0.440063E-01  0.283939E+03
  0.6500E-03  0.130005E+00  0.284069E+03
  0.6600E-03  0.429993E-01  0.284112E+03
  0.6700E-03  0.370178E-01  0.284149E+03
  0.6800E-03  0.130981E+00  0.284280E+03
  0.6900E-03  0.390015E-01  0.284319E+03
  0.7000E-03  0.410156E-01  0.284360E+03
  0.7100E-03  0.128998E+00  0.284489E+03
  0.7200E-03  0.379944E-01  0.284527E+03
  0.7300E-03  0.429993E-01  0.284570E+03
  0.7400E-03  0.136993E+00  0.284707E+03
  0.7500E-03  0.419922E-01  0.284749E+03
  0.7600E-03  0.400085E-01  0.284789E+03
  0.7700E-03  0.128998E+00  0.284918E+03
  0.7800E-03  0.400085E-01  0.284958E+03
  0.7900E-03  0.429993E-01  0.285001E+03
  0.8000E-03  0.130981E+00  0.285132E+03
  0.8100E-03  0.440063E-01  0.285176E+03
  0.8200E-03  0.390015E-01  0.285215E+03
  0.8300E-03  0.131012E+00  0.285346E+03
  0.8400E-03  0.409851E-01  0.285387E+03
  0.8500E-03  0.429993E-01  0.285430E+03
  0.8600E-03  0.130005E+00  0.285560E+03
  0.8700E-03  0.390015E-01  0.285599E+03
  0.8800E-03  0.379944E-01  0.285637E+03
  0.8900E-03  0.138000E+00  0.285775E+03
  0.9000E-03  0.360107E-01  0.285811E+03
  0.9100E-03  0.419922E-01  0.285853E+03
  0.9200E-03  0.131012E+00  0.285984E+03
  0.9300E-03  0.429993E-01  0.286027E+03
  0.9400E-03  0.390015E-01  0.286066E+03
  0.9500E-03  0.126984E+00  0.286193E+03
  0.9600E-03  0.440063E-01  0.286237E+03
  0.9700E-03  0.390015E-01  0.286276E+03
  0.9800E-03  0.143005E+00  0.286419E+03
  0.9900E-03  0.400085E-01  0.286459E+03
