 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Part data
  time,        LorFor-x,   LorFor-y,   LorFor-z,   JHEnergy,   MagEnergy,  KinEnergy,  PlasEnergy, LorTor-x,   LorTor-y,   LorTor-z,   SurFor-x,   SurFor-y,   SurFor-z,   SurTor-x,   SurTor-y,   SurTor-z,  
  0.1000000E-04  0.2024323E+10  0.3688551E+10  0.7227869E+09  0.2814905E+16  0.7888136E+10  0.0000000E+00  0.0000000E+00  0.3082690E+10 -0.4626456E+10  0.4898796E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E-04  0.6972364E+10  0.1274426E+11  0.2750095E+10  0.8214535E+16  0.3663058E+11  0.5130711E+07  0.1682349E+08  0.8452547E+10 -0.1512179E+11  0.1702910E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3000000E-04  0.1366566E+11  0.2312672E+11  0.5412523E+10  0.1412850E+17  0.8374376E+11  0.1533019E+09  0.2124794E+09  0.9621761E+10 -0.2587701E+11  0.3104959E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4000000E-04  0.2623491E+11  0.2865895E+11  0.9293369E+10  0.1768655E+17  0.1349194E+12  0.1260198E+10  0.7788232E+09  0.1238693E+12 -0.3372460E+11  0.3727609E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5000000E-04  0.3832941E+11  0.3271437E+11  0.1256642E+11  0.2132590E+17  0.1916044E+12  0.6448093E+10  0.1612587E+10  0.2243108E+12 -0.4154013E+11  0.3999511E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.6000000E-04  0.5005565E+11  0.3503596E+11  0.1498864E+11  0.2456054E+17  0.2519364E+12  0.2346334E+11  0.2787945E+10  0.3019102E+12 -0.4927764E+11  0.4009785E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7000000E-04  0.5490320E+11  0.7903502E+10  0.3168985E+09  0.3055283E+17  0.3158260E+12  0.6374857E+11  0.4177497E+10  0.2422766E+12  0.6510263E+11 -0.2144173E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8000000E-04  0.5934507E+11 -0.7673347E+10 -0.1324207E+10  0.2837005E+17  0.3922047E+12  0.1372232E+12  0.5086224E+10  0.1828845E+12  0.6007951E+11 -0.2475430E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9000000E-04  0.6711631E+11 -0.2031306E+11 -0.6372882E+09  0.2852548E+17  0.4546258E+12  0.2493574E+12  0.6214202E+10  0.1439114E+12  0.4687320E+11 -0.4247837E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1000000E-03  0.2285010E+12  0.1894167E+11  0.1552443E+11  0.7261278E+17  0.6909914E+12  0.4117830E+12  0.7528676E+10  0.2420898E+12 -0.7510533E+11 -0.6028763E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1100000E-03  0.2318419E+12  0.1767079E+11  0.1449115E+11  0.6080895E+17  0.8706223E+12  0.9435746E+12  0.4020334E+11  0.2575116E+12 -0.6847989E+11 -0.5291668E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1200000E-03  0.2314147E+12  0.1434735E+11  0.1226228E+11  0.5446284E+17  0.9730010E+12  0.2212136E+13  0.4223403E+11  0.2646851E+12 -0.5069403E+11 -0.7710977E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1300000E-03  0.8234317E+12 -0.1933630E+11 -0.2952369E+10  0.2129188E+18  0.1923868E+13  0.4028986E+13  0.4256869E+11  0.5644535E+11 -0.1197753E+11 -0.2463807E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1400000E-03  0.7740118E+12 -0.1477045E+11 -0.1477508E+10  0.1708369E+18  0.2393730E+13  0.9977497E+13  0.4554880E+12  0.1741068E+11 -0.2534791E+11 -0.2175466E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1500000E-03  0.7423509E+12 -0.1300679E+11 -0.1060250E+10  0.1460546E+18  0.2636491E+13  0.2443704E+14  0.3854989E+12  0.1093966E+11 -0.1772895E+11 -0.2215286E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1600000E-03  0.8590086E+12 -0.8303953E+11 -0.8758994E+10  0.1693707E+18  0.3043529E+13  0.4405976E+14  0.3664278E+12  0.2933696E+12  0.7350963E+11 -0.9936245E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
