 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.399670E+02  0.399670E+02
  0.3000E-04  0.537000E+01  0.453370E+02
  0.4000E-04  0.521900E+01  0.505560E+02
  0.5000E-04  0.353190E+02  0.858750E+02
  0.6000E-04  0.395200E+01  0.898270E+02
  0.7000E-04  0.395500E+01  0.937820E+02
  0.8000E-04  0.292190E+02  0.123001E+03
  0.9000E-04  0.397699E+01  0.126978E+03
  0.1000E-03  0.399200E+01  0.130970E+03
  0.1100E-03  0.295490E+02  0.160519E+03
  0.1200E-03  0.423201E+01  0.164751E+03
  0.1300E-03  0.401599E+01  0.168767E+03
  0.1400E-03  0.299960E+02  0.198763E+03
  0.1500E-03  0.425500E+01  0.203018E+03
  0.1600E-03  0.407800E+01  0.207096E+03
  0.1700E-03  0.298160E+02  0.236912E+03
  0.1800E-03  0.396600E+01  0.240878E+03
  0.1900E-03  0.384500E+01  0.244723E+03
  0.2000E-03  0.144989E+00  0.244868E+03
  0.2100E-03  0.390015E-01  0.244907E+03
  0.2200E-03  0.429993E-01  0.244950E+03
  0.2300E-03  0.130005E+00  0.245080E+03
  0.2400E-03  0.400085E-01  0.245120E+03
  0.2500E-03  0.429993E-01  0.245163E+03
  0.2600E-03  0.136993E+00  0.245300E+03
  0.2700E-03  0.429993E-01  0.245343E+03
  0.2800E-03  0.390015E-01  0.245382E+03
  0.2900E-03  0.136993E+00  0.245519E+03
  0.3000E-03  0.400085E-01  0.245559E+03
  0.3100E-03  0.369873E-01  0.245596E+03
  0.3200E-03  0.133026E+00  0.245729E+03
  0.3300E-03  0.429993E-01  0.245772E+03
  0.3400E-03  0.409851E-01  0.245813E+03
  0.3500E-03  0.145996E+00  0.245959E+03
  0.3600E-03  0.419922E-01  0.246001E+03
  0.3700E-03  0.490112E-01  0.246050E+03
  0.3800E-03  0.130005E+00  0.246180E+03
  0.3900E-03  0.390015E-01  0.246219E+03
  0.4000E-03  0.400085E-01  0.246259E+03
  0.4100E-03  0.130981E+00  0.246390E+03
  0.4200E-03  0.379944E-01  0.246428E+03
  0.4300E-03  0.429993E-01  0.246471E+03
  0.4400E-03  0.128998E+00  0.246600E+03
  0.4500E-03  0.390015E-01  0.246639E+03
  0.4600E-03  0.380249E-01  0.246677E+03
  0.4700E-03  0.125977E+00  0.246803E+03
  0.4800E-03  0.440063E-01  0.246847E+03
  0.4900E-03  0.390015E-01  0.246886E+03
  0.5000E-03  0.136993E+00  0.247023E+03
  0.5100E-03  0.420227E-01  0.247065E+03
  0.5200E-03  0.449829E-01  0.247110E+03
  0.5300E-03  0.134003E+00  0.247244E+03
  0.5400E-03  0.410156E-01  0.247285E+03
  0.5500E-03  0.439758E-01  0.247329E+03
  0.5600E-03  0.131012E+00  0.247460E+03
  0.5700E-03  0.440063E-01  0.247504E+03
  0.5800E-03  0.359802E-01  0.247540E+03
  0.5900E-03  0.131012E+00  0.247671E+03
  0.6000E-03  0.390015E-01  0.247710E+03
  0.6100E-03  0.429993E-01  0.247753E+03
  0.6200E-03  0.127991E+00  0.247881E+03
  0.6300E-03  0.420227E-01  0.247923E+03
  0.6400E-03  0.409851E-01  0.247964E+03
  0.6500E-03  0.135010E+00  0.248099E+03
  0.6600E-03  0.379944E-01  0.248137E+03
  0.6700E-03  0.379944E-01  0.248175E+03
  0.6800E-03  0.135986E+00  0.248311E+03
  0.6900E-03  0.420227E-01  0.248353E+03
  0.7000E-03  0.359802E-01  0.248389E+03
  0.7100E-03  0.130005E+00  0.248519E+03
  0.7200E-03  0.440063E-01  0.248563E+03
  0.7300E-03  0.419922E-01  0.248605E+03
  0.7400E-03  0.132019E+00  0.248737E+03
  0.7500E-03  0.409851E-01  0.248778E+03
  0.7600E-03  0.390015E-01  0.248817E+03
  0.7700E-03  0.130005E+00  0.248947E+03
  0.7800E-03  0.400085E-01  0.248987E+03
  0.7900E-03  0.379944E-01  0.249025E+03
  0.8000E-03  0.127991E+00  0.249153E+03
  0.8100E-03  0.429993E-01  0.249196E+03
  0.8200E-03  0.440063E-01  0.249240E+03
  0.8300E-03  0.132996E+00  0.249373E+03
  0.8400E-03  0.429993E-01  0.249416E+03
  0.8500E-03  0.440063E-01  0.249460E+03
  0.8600E-03  0.135986E+00  0.249596E+03
  0.8700E-03  0.370178E-01  0.249633E+03
  0.8800E-03  0.419922E-01  0.249675E+03
  0.8900E-03  0.136993E+00  0.249812E+03
  0.9000E-03  0.379944E-01  0.249850E+03
  0.9100E-03  0.390015E-01  0.249889E+03
  0.9200E-03  0.132019E+00  0.250021E+03
  0.9300E-03  0.409851E-01  0.250062E+03
  0.9400E-03  0.360107E-01  0.250098E+03
  0.9500E-03  0.132996E+00  0.250231E+03
  0.9600E-03  0.429993E-01  0.250274E+03
  0.9700E-03  0.419922E-01  0.250316E+03
  0.9800E-03  0.128021E+00  0.250444E+03
  0.9900E-03  0.379944E-01  0.250482E+03
