 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.49652208E+12  0.74999725E+12  0.55043705E+12  0.98180661E-02  0.16355700E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-04  0.71704577E+09  0.74999944E+09  0.11231381E+09  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.66340372E+09  0.74999780E+09  0.21520189E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.61426240E+09  0.74999518E+09  0.30958215E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.56922654E+09  0.74999165E+09  0.39658582E+09  0.98277659E-02  0.13418271E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.52767430E+09  0.74998728E+09  0.47640803E+09  0.98277659E-02  0.12802272E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.48955079E+09  0.74998215E+09  0.54979776E+09  0.98277659E-02  0.12172836E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.45511835E+09  0.74997627E+09  0.62537230E+09  0.10247724E-01  0.12787062E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.41906297E+09  0.74996972E+09  0.68615000E+09  0.10247724E-01  0.13579949E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.39006516E+09  0.74996257E+09  0.74241664E+09  0.10247724E-01  0.11999562E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.36525466E+09  0.74995445E+09  0.88177429E+09  0.12092783E-01  0.74325086E-02  0.94734485E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.29895159E+09  0.74994544E+09  0.92028843E+09  0.12092783E-01  0.86447476E-02  0.94734485E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.28062099E+09  0.74993606E+09  0.95577349E+09  0.12092783E-01  0.74163174E-02  0.94734485E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.26920131E+09  0.74992588E+09  0.10805746E+10  0.17027156E-01  0.96462647E-02  0.15175032E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.21017527E+09  0.74991500E+09  0.10962699E+10  0.17027156E-01  0.18029640E-01  0.15175032E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.20274278E+09  0.74990395E+09  0.11131438E+10  0.17027156E-01  0.13753588E-01  0.15175032E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.21014275E+09  0.74989381E+09  0.91388491E+09  0.33871150E-01  0.18754561E-01  0.34729231E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.30279238E+09  0.74988459E+09  0.93018571E+09  0.33871150E-01  0.50117789E-01  0.34729231E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.29520323E+09  0.74987521E+09  0.94741297E+09  0.33871150E-01  0.39128004E-01  0.34729231E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
