 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.71704577E+09  0.74999944E+09  0.11231381E+09  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.66340372E+09  0.74999780E+09  0.21520189E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.61426240E+09  0.74999518E+09  0.30958215E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.56922654E+09  0.74999165E+09  0.39658582E+09  0.98277659E-02  0.13418271E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.52767430E+09  0.74998728E+09  0.47640803E+09  0.98277659E-02  0.12802272E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.48955079E+09  0.74998215E+09  0.54979776E+09  0.98277659E-02  0.12172836E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.45511862E+09  0.74997628E+09  0.62519238E+09  0.10258714E-01  0.12798699E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.41914909E+09  0.74996972E+09  0.68581181E+09  0.10258714E-01  0.13606389E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.39022681E+09  0.74996258E+09  0.74193352E+09  0.10258714E-01  0.12029639E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.36549557E+09  0.74995446E+09  0.88206543E+09  0.12062246E-01  0.74581989E-02  0.94829405E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.29882530E+09  0.74994545E+09  0.92085732E+09  0.12062246E-01  0.86923354E-02  0.94829405E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.28036289E+09  0.74993606E+09  0.95659204E+09  0.12062246E-01  0.75063015E-02  0.94829405E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.26889583E+09  0.74992588E+09  0.10796269E+10  0.17196212E-01  0.97389070E-02  0.15243806E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.21071162E+09  0.74991500E+09  0.10951359E+10  0.17196212E-01  0.17977172E-01  0.15243806E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.20336806E+09  0.74990397E+09  0.11119088E+10  0.17196212E-01  0.13758028E-01  0.15243806E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.21062788E+09  0.74989384E+09  0.91387788E+09  0.33876212E-01  0.18761948E-01  0.34713491E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.30272167E+09  0.74988462E+09  0.93016803E+09  0.33876212E-01  0.49933276E-01  0.34713491E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.29513622E+09  0.74987523E+09  0.94739888E+09  0.33876212E-01  0.39023514E-01  0.34713491E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
