 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.399130E+02  0.399130E+02
  0.3000E-04  0.379200E+01  0.437050E+02
  0.4000E-04  0.385200E+01  0.475570E+02
  0.5000E-04  0.350710E+02  0.826280E+02
  0.6000E-04  0.424500E+01  0.868730E+02
  0.7000E-04  0.439700E+01  0.912700E+02
  0.8000E-04  0.428120E+02  0.134082E+03
  0.9000E-04  0.569600E+01  0.139778E+03
  0.1000E-03  0.561000E+01  0.145388E+03
  0.1100E-03  0.428870E+02  0.188275E+03
  0.1200E-03  0.626201E+01  0.194537E+03
  0.1300E-03  0.573700E+01  0.200274E+03
  0.1400E-03  0.411290E+02  0.241403E+03
  0.1500E-03  0.441299E+01  0.245816E+03
  0.1600E-03  0.427100E+01  0.250087E+03
  0.1700E-03  0.306760E+02  0.280763E+03
  0.1800E-03  0.422403E+01  0.284987E+03
  0.1900E-03  0.398199E+01  0.288969E+03
  0.2000E-03  0.145996E+00  0.289115E+03
  0.2100E-03  0.419922E-01  0.289157E+03
  0.2200E-03  0.400085E-01  0.289197E+03
  0.2300E-03  0.132996E+00  0.289330E+03
  0.2400E-03  0.419922E-01  0.289372E+03
  0.2500E-03  0.410156E-01  0.289413E+03
  0.2600E-03  0.130005E+00  0.289543E+03
  0.2700E-03  0.399780E-01  0.289583E+03
  0.2800E-03  0.440063E-01  0.289627E+03
  0.2900E-03  0.132996E+00  0.289760E+03
  0.3000E-03  0.419922E-01  0.289802E+03
  0.3100E-03  0.380249E-01  0.289840E+03
  0.3200E-03  0.138000E+00  0.289978E+03
  0.3300E-03  0.429993E-01  0.290021E+03
  0.3400E-03  0.439758E-01  0.290065E+03
  0.3500E-03  0.133026E+00  0.290198E+03
  0.3600E-03  0.439758E-01  0.290242E+03
  0.3700E-03  0.390015E-01  0.290281E+03
  0.3800E-03  0.135010E+00  0.290416E+03
  0.3900E-03  0.409851E-01  0.290457E+03
  0.4000E-03  0.410156E-01  0.290498E+03
  0.4100E-03  0.131989E+00  0.290630E+03
  0.4200E-03  0.390015E-01  0.290669E+03
  0.4300E-03  0.440063E-01  0.290713E+03
  0.4400E-03  0.132996E+00  0.290846E+03
  0.4500E-03  0.440063E-01  0.290890E+03
  0.4600E-03  0.419922E-01  0.290932E+03
  0.4700E-03  0.134003E+00  0.291066E+03
  0.4800E-03  0.390015E-01  0.291105E+03
  0.4900E-03  0.440063E-01  0.291149E+03
  0.5000E-03  0.131012E+00  0.291280E+03
  0.5100E-03  0.429993E-01  0.291323E+03
  0.5200E-03  0.459900E-01  0.291369E+03
  0.5300E-03  0.136993E+00  0.291506E+03
  0.5400E-03  0.429993E-01  0.291549E+03
  0.5500E-03  0.410156E-01  0.291590E+03
  0.5600E-03  0.134003E+00  0.291724E+03
  0.5700E-03  0.409851E-01  0.291765E+03
  0.5800E-03  0.440063E-01  0.291809E+03
  0.5900E-03  0.135986E+00  0.291945E+03
  0.6000E-03  0.440063E-01  0.291989E+03
  0.6100E-03  0.410156E-01  0.292030E+03
  0.6200E-03  0.132996E+00  0.292163E+03
  0.6300E-03  0.429993E-01  0.292206E+03
  0.6400E-03  0.419922E-01  0.292248E+03
  0.6500E-03  0.131989E+00  0.292380E+03
  0.6600E-03  0.410156E-01  0.292421E+03
  0.6700E-03  0.429993E-01  0.292464E+03
  0.6800E-03  0.145996E+00  0.292610E+03
  0.6900E-03  0.419922E-01  0.292652E+03
  0.7000E-03  0.419922E-01  0.292694E+03
  0.7100E-03  0.140015E+00  0.292834E+03
  0.7200E-03  0.429993E-01  0.292877E+03
  0.7300E-03  0.469971E-01  0.292924E+03
  0.7400E-03  0.132996E+00  0.293057E+03
  0.7500E-03  0.429993E-01  0.293100E+03
  0.7600E-03  0.420227E-01  0.293142E+03
  0.7700E-03  0.134979E+00  0.293277E+03
  0.7800E-03  0.450134E-01  0.293322E+03
  0.7900E-03  0.449829E-01  0.293367E+03
  0.8000E-03  0.138000E+00  0.293505E+03
  0.8100E-03  0.410156E-01  0.293546E+03
  0.8200E-03  0.419922E-01  0.293588E+03
  0.8300E-03  0.131989E+00  0.293720E+03
  0.8400E-03  0.400085E-01  0.293760E+03
  0.8500E-03  0.429993E-01  0.293803E+03
  0.8600E-03  0.136993E+00  0.293940E+03
  0.8700E-03  0.400085E-01  0.293980E+03
  0.8800E-03  0.400085E-01  0.294020E+03
  0.8900E-03  0.130005E+00  0.294150E+03
  0.9000E-03  0.409851E-01  0.294191E+03
  0.9100E-03  0.450134E-01  0.294236E+03
  0.9200E-03  0.139984E+00  0.294376E+03
  0.9300E-03  0.400085E-01  0.294416E+03
  0.9400E-03  0.379944E-01  0.294454E+03
  0.9500E-03  0.136993E+00  0.294591E+03
  0.9600E-03  0.410156E-01  0.294632E+03
  0.9700E-03  0.429993E-01  0.294675E+03
  0.9800E-03  0.135010E+00  0.294810E+03
  0.9900E-03  0.399780E-01  0.294850E+03
