 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.71704577E+09  0.74999944E+09  0.11231381E+09  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.66340372E+09  0.74999780E+09  0.21520189E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.61426240E+09  0.74999518E+09  0.30958215E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.56922654E+09  0.74999165E+09  0.39658582E+09  0.98277659E-02  0.13418271E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.52767430E+09  0.74998728E+09  0.47640803E+09  0.98277659E-02  0.12802272E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.48955079E+09  0.74998215E+09  0.54979776E+09  0.98277659E-02  0.12172836E-01  0.69442343E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.45511854E+09  0.74997627E+09  0.62534684E+09  0.10255581E-01  0.12730064E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.41907533E+09  0.74996972E+09  0.68609392E+09  0.10255581E-01  0.13450772E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.39009214E+09  0.74996258E+09  0.74232001E+09  0.10255581E-01  0.11860226E-01  0.75049876E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.36531451E+09  0.74995445E+09  0.88215082E+09  0.12094138E-01  0.74551251E-02  0.94843686E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.29878786E+09  0.74994544E+09  0.92065521E+09  0.12094138E-01  0.86541829E-02  0.94843686E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.28046232E+09  0.74993605E+09  0.95613381E+09  0.12094138E-01  0.74488735E-02  0.94843686E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.26916643E+09  0.74992588E+09  0.10779448E+10  0.17207526E-01  0.96104061E-02  0.15287579E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.21156530E+09  0.74991503E+09  0.10937081E+10  0.17207526E-01  0.17693164E-01  0.15287579E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.20410211E+09  0.74990400E+09  0.11106546E+10  0.17207526E-01  0.13567825E-01  0.15287579E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.21134616E+09  0.74989390E+09  0.91055141E+09  0.34009814E-01  0.18665439E-01  0.34912882E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.30438882E+09  0.74988471E+09  0.92719421E+09  0.34009814E-01  0.49420766E-01  0.34912882E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.29664063E+09  0.74987535E+09  0.94471790E+09  0.34009814E-01  0.38669538E-01  0.34912882E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
