 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.310810E+02  0.310810E+02
  0.3000E-04  0.387500E+01  0.349560E+02
  0.4000E-04  0.427300E+01  0.392290E+02
  0.5000E-04  0.308350E+02  0.700640E+02
  0.6000E-04  0.412800E+01  0.741920E+02
  0.7000E-04  0.417900E+01  0.783710E+02
  0.8000E-04  0.307700E+02  0.109141E+03
  0.9000E-04  0.418300E+01  0.113324E+03
  0.1000E-03  0.423399E+01  0.117558E+03
  0.1100E-03  0.312600E+02  0.148818E+03
  0.1200E-03  0.459299E+01  0.153411E+03
  0.1300E-03  0.445500E+01  0.157866E+03
  0.1400E-03  0.324500E+02  0.190316E+03
  0.1500E-03  0.441399E+01  0.194730E+03
  0.1600E-03  0.435800E+01  0.199088E+03
  0.1700E-03  0.313350E+02  0.230423E+03
  0.1800E-03  0.416901E+01  0.234592E+03
  0.1900E-03  0.409702E+01  0.238689E+03
  0.2000E-03  0.169983E+00  0.238859E+03
  0.2100E-03  0.420227E-01  0.238901E+03
  0.2200E-03  0.409851E-01  0.238942E+03
  0.2300E-03  0.140015E+00  0.239082E+03
  0.2400E-03  0.419922E-01  0.239124E+03
  0.2500E-03  0.449829E-01  0.239169E+03
  0.2600E-03  0.141998E+00  0.239311E+03
  0.2700E-03  0.440063E-01  0.239355E+03
  0.2800E-03  0.500183E-01  0.239405E+03
  0.2900E-03  0.139984E+00  0.239545E+03
  0.3000E-03  0.450134E-01  0.239590E+03
  0.3100E-03  0.429993E-01  0.239633E+03
  0.3200E-03  0.136993E+00  0.239770E+03
  0.3300E-03  0.409851E-01  0.239811E+03
  0.3400E-03  0.460205E-01  0.239857E+03
  0.3500E-03  0.139984E+00  0.239997E+03
  0.3600E-03  0.520020E-01  0.240049E+03
  0.3700E-03  0.419922E-01  0.240091E+03
  0.3800E-03  0.146027E+00  0.240237E+03
  0.3900E-03  0.409851E-01  0.240278E+03
  0.4000E-03  0.450134E-01  0.240323E+03
  0.4100E-03  0.134003E+00  0.240457E+03
  0.4200E-03  0.399780E-01  0.240497E+03
  0.4300E-03  0.429993E-01  0.240540E+03
  0.4400E-03  0.136017E+00  0.240676E+03
  0.4500E-03  0.419922E-01  0.240718E+03
  0.4600E-03  0.409851E-01  0.240759E+03
  0.4700E-03  0.134003E+00  0.240893E+03
  0.4800E-03  0.400085E-01  0.240933E+03
  0.4900E-03  0.410156E-01  0.240974E+03
  0.5000E-03  0.152985E+00  0.241127E+03
  0.5100E-03  0.400085E-01  0.241167E+03
  0.5200E-03  0.409851E-01  0.241208E+03
  0.5300E-03  0.136017E+00  0.241344E+03
  0.5400E-03  0.449829E-01  0.241389E+03
  0.5500E-03  0.420227E-01  0.241431E+03
  0.5600E-03  0.165985E+00  0.241597E+03
  0.5700E-03  0.429993E-01  0.241640E+03
  0.5800E-03  0.469971E-01  0.241687E+03
  0.5900E-03  0.152008E+00  0.241839E+03
  0.6000E-03  0.520020E-01  0.241891E+03
  0.6100E-03  0.509949E-01  0.241942E+03
  0.6200E-03  0.139008E+00  0.242081E+03
  0.6300E-03  0.449829E-01  0.242126E+03
  0.6400E-03  0.429993E-01  0.242169E+03
  0.6500E-03  0.150024E+00  0.242319E+03
  0.6600E-03  0.449829E-01  0.242364E+03
  0.6700E-03  0.450134E-01  0.242409E+03
  0.6800E-03  0.145996E+00  0.242555E+03
  0.6900E-03  0.429993E-01  0.242598E+03
  0.7000E-03  0.449829E-01  0.242643E+03
  0.7100E-03  0.154022E+00  0.242797E+03
  0.7200E-03  0.610046E-01  0.242858E+03
  0.7300E-03  0.579834E-01  0.242916E+03
  0.7400E-03  0.161011E+00  0.243077E+03
  0.7500E-03  0.419922E-01  0.243119E+03
  0.7600E-03  0.480042E-01  0.243167E+03
  0.7700E-03  0.136993E+00  0.243304E+03
  0.7800E-03  0.499878E-01  0.243354E+03
  0.7900E-03  0.450134E-01  0.243399E+03
  0.8000E-03  0.182007E+00  0.243581E+03
  0.8100E-03  0.559998E-01  0.243637E+03
  0.8200E-03  0.509949E-01  0.243688E+03
  0.8300E-03  0.147003E+00  0.243835E+03
  0.8400E-03  0.509949E-01  0.243886E+03
  0.8500E-03  0.520020E-01  0.243938E+03
  0.8600E-03  0.177002E+00  0.244115E+03
  0.8700E-03  0.509949E-01  0.244166E+03
  0.8800E-03  0.440063E-01  0.244210E+03
  0.8900E-03  0.135986E+00  0.244346E+03
  0.9000E-03  0.440063E-01  0.244390E+03
  0.9100E-03  0.400085E-01  0.244430E+03
  0.9200E-03  0.141998E+00  0.244572E+03
  0.9300E-03  0.539856E-01  0.244626E+03
  0.9400E-03  0.450134E-01  0.244671E+03
  0.9500E-03  0.151001E+00  0.244822E+03
  0.9600E-03  0.480042E-01  0.244870E+03
  0.9700E-03  0.429993E-01  0.244913E+03
  0.9800E-03  0.141998E+00  0.245055E+03
  0.9900E-03  0.449829E-01  0.245100E+03
