 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Part data
  time,        LorFor-x,   LorFor-y,   LorFor-z,   JHEnergy,   MagEnergy,  KinEnergy,  PlasEnergy, LorTor-x,   LorTor-y,   LorTor-z,   SurFor-x,   SurFor-y,   SurFor-z,   SurTor-x,   SurTor-y,   SurTor-z,  
  0.1000000E-04  0.4858345E+07  0.4614340E+08 -0.9151199E+09  0.1059185E+15  0.1730515E+09  0.0000000E+00  0.0000000E+00 -0.1168982E+10  0.8387816E+11  0.4481448E+10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E-04  0.1441699E+08  0.2304882E+09 -0.4164565E+10  0.3407882E+15  0.1158771E+10  0.0000000E+00  0.0000000E+00 -0.5317857E+10  0.3816208E+12  0.2231691E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3000000E-04  0.1804847E+08  0.5801769E+09 -0.9647697E+10  0.6271681E+15  0.3515300E+10  0.0000000E+00  0.0000000E+00 -0.1228933E+11  0.8837604E+12  0.5603793E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4000000E-04 -0.2741908E+06  0.1124199E+10 -0.1664316E+11  0.9136970E+15  0.7481609E+10  0.0000000E+00  0.0000000E+00 -0.2234891E+11  0.1527093E+13  0.1067630E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5000000E-04 -0.3270489E+08  0.1836379E+10 -0.2473149E+11  0.1194162E+16  0.1313353E+11  0.0000000E+00  0.0000000E+00 -0.3365928E+11  0.2270297E+13  0.1724212E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.6000000E-04 -0.8076741E+08  0.2677429E+10 -0.3341035E+11  0.1456676E+16  0.2040531E+11  0.0000000E+00  0.0000000E+00 -0.4529779E+11  0.3066728E+13  0.2495096E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7000000E-04  0.1707018E+08  0.3459551E+10 -0.4134502E+11  0.1705034E+16  0.2883982E+11  0.0000000E+00  0.0000000E+00 -0.5263445E+11  0.3794320E+13  0.3236810E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8000000E-04 -0.1161433E+09  0.4370292E+10 -0.4939762E+11  0.1902565E+16  0.3849561E+11  0.0000000E+00  0.0000000E+00 -0.6148807E+11  0.4528855E+13  0.4090646E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9000000E-04 -0.2759492E+09  0.5292654E+10 -0.5726966E+11  0.2086043E+16  0.4919378E+11  0.0000000E+00  0.0000000E+00 -0.6988510E+11  0.5244379E+13  0.4956532E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1000000E-03 -0.3547466E+09  0.6994320E+10 -0.8253754E+11  0.3254883E+16  0.6388620E+11  0.0000000E+00  0.0000000E+00 -0.9596722E+11  0.7539513E+13  0.6281077E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1100000E-03  0.6308667E+08  0.7723599E+10 -0.9004896E+11  0.3121017E+16  0.7942653E+11  0.0000000E+00  0.0000000E+00 -0.1036547E+12  0.8193145E+13  0.6937265E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1200000E-03  0.1442502E+09  0.8457246E+10 -0.9515540E+11  0.3051959E+16  0.9456068E+11  0.0000000E+00  0.0000000E+00 -0.1100833E+12  0.8635498E+13  0.7601228E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1300000E-03 -0.9456435E+09  0.8314924E+10 -0.5453823E+11  0.3005694E+16  0.8888750E+11  0.0000000E+00  0.0000000E+00 -0.9818426E+11  0.4610745E+13  0.6985517E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1400000E-03 -0.2400784E+10  0.8514665E+10 -0.6932118E+11  0.2584725E+16  0.9239555E+11  0.0000000E+00  0.0000000E+00 -0.1058753E+12  0.5943711E+13  0.7125085E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1500000E-03 -0.3592957E+10  0.8773677E+10 -0.7767958E+11  0.2400797E+16  0.9945990E+11  0.0000000E+00  0.0000000E+00 -0.1102787E+12  0.6707779E+13  0.7326701E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1600000E-03 -0.6216298E+10  0.1048824E+11 -0.1515816E+12  0.7112435E+16  0.1220438E+12  0.0000000E+00  0.0000000E+00 -0.1429504E+12  0.1174301E+14  0.8015241E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1700000E-03 -0.7186475E+10  0.1058413E+11 -0.1656696E+12  0.5650691E+16  0.1475599E+12  0.0000000E+00  0.0000000E+00 -0.1369206E+12  0.1285081E+14  0.8039866E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1800000E-03 -0.7901157E+10  0.1069592E+11 -0.1693070E+12  0.4825633E+16  0.1706218E+12  0.0000000E+00  0.0000000E+00 -0.1318439E+12  0.1322270E+14  0.8092385E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1900000E-03  0.2698482E+10  0.1300003E+10 -0.1734176E+12  0.1584809E+17  0.1759563E+12  0.0000000E+00  0.0000000E+00  0.6265199E+11  0.1156257E+14  0.1155350E+12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E-03  0.7490596E+09  0.9050575E+09 -0.2286626E+12  0.1200685E+17  0.2080606E+12  0.0000000E+00  0.0000000E+00  0.4608159E+11  0.1483602E+14  0.8627283E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2100000E-03 -0.6509541E+09  0.7245304E+09 -0.2506329E+12  0.9768937E+16  0.2443556E+12  0.0000000E+00  0.0000000E+00  0.3273358E+11  0.1631499E+14  0.7049996E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2200000E-03 -0.2880536E+10 -0.1107943E+10 -0.1158784E+12  0.2228127E+17  0.2109943E+12  0.0000000E+00  0.0000000E+00  0.4680155E+11  0.3878388E+13 -0.2355666E+11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
