 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.296130E+02  0.296130E+02
  0.3000E-04  0.368200E+01  0.332950E+02
  0.4000E-04  0.380600E+01  0.371010E+02
  0.5000E-04  0.294110E+02  0.665120E+02
  0.6000E-04  0.382200E+01  0.703340E+02
  0.7000E-04  0.398200E+01  0.743160E+02
  0.8000E-04  0.294360E+02  0.103752E+03
  0.9000E-04  0.398099E+01  0.107733E+03
  0.1000E-03  0.396400E+01  0.111697E+03
  0.1100E-03  0.295090E+02  0.141206E+03
  0.1200E-03  0.388499E+01  0.145091E+03
  0.1300E-03  0.389601E+01  0.148987E+03
  0.1400E-03  0.291130E+02  0.178100E+03
  0.1500E-03  0.410800E+01  0.182208E+03
  0.1600E-03  0.412801E+01  0.186336E+03
  0.1700E-03  0.292460E+02  0.215582E+03
  0.1800E-03  0.401700E+01  0.219599E+03
  0.1900E-03  0.398599E+01  0.223585E+03
  0.2000E-03  0.295870E+02  0.253172E+03
  0.2100E-03  0.400400E+01  0.257176E+03
  0.2200E-03  0.386301E+01  0.261039E+03
  0.2300E-03  0.312670E+02  0.292306E+03
  0.2400E-03  0.452399E+01  0.296830E+03
  0.2500E-03  0.419299E+01  0.301023E+03
  0.2600E-03  0.297380E+02  0.330761E+03
  0.2700E-03  0.421701E+01  0.334978E+03
  0.2800E-03  0.400598E+01  0.338984E+03
  0.2900E-03  0.297130E+02  0.368697E+03
  0.3000E-03  0.387601E+01  0.372573E+03
  0.3100E-03  0.383200E+01  0.376405E+03
  0.3200E-03  0.295700E+02  0.405975E+03
  0.3300E-03  0.362299E+01  0.409598E+03
  0.3400E-03  0.358099E+01  0.413179E+03
  0.3500E-03  0.145020E+00  0.413324E+03
  0.3600E-03  0.459900E-01  0.413370E+03
  0.3700E-03  0.419922E-01  0.413412E+03
  0.3800E-03  0.132019E+00  0.413544E+03
  0.3900E-03  0.459900E-01  0.413590E+03
  0.4000E-03  0.449829E-01  0.413635E+03
  0.4100E-03  0.140015E+00  0.413775E+03
  0.4200E-03  0.480042E-01  0.413823E+03
  0.4300E-03  0.449829E-01  0.413868E+03
  0.4400E-03  0.128021E+00  0.413996E+03
  0.4500E-03  0.379944E-01  0.414034E+03
  0.4600E-03  0.409851E-01  0.414075E+03
  0.4700E-03  0.136017E+00  0.414211E+03
  0.4800E-03  0.419922E-01  0.414253E+03
  0.4900E-03  0.440063E-01  0.414297E+03
  0.5000E-03  0.130005E+00  0.414427E+03
  0.5100E-03  0.409851E-01  0.414468E+03
  0.5200E-03  0.370178E-01  0.414505E+03
  0.5300E-03  0.130981E+00  0.414636E+03
  0.5400E-03  0.379944E-01  0.414674E+03
  0.5500E-03  0.370178E-01  0.414711E+03
  0.5600E-03  0.134003E+00  0.414845E+03
  0.5700E-03  0.440063E-01  0.414889E+03
  0.5800E-03  0.439758E-01  0.414933E+03
  0.5900E-03  0.132019E+00  0.415065E+03
  0.6000E-03  0.369873E-01  0.415102E+03
  0.6100E-03  0.390015E-01  0.415141E+03
  0.6200E-03  0.136993E+00  0.415278E+03
  0.6300E-03  0.440063E-01  0.415322E+03
  0.6400E-03  0.429993E-01  0.415365E+03
  0.6500E-03  0.136017E+00  0.415501E+03
  0.6600E-03  0.429993E-01  0.415544E+03
  0.6700E-03  0.429993E-01  0.415587E+03
  0.6800E-03  0.128998E+00  0.415716E+03
  0.6900E-03  0.390015E-01  0.415755E+03
  0.7000E-03  0.429993E-01  0.415798E+03
  0.7100E-03  0.127991E+00  0.415926E+03
  0.7200E-03  0.419922E-01  0.415968E+03
  0.7300E-03  0.400085E-01  0.416008E+03
  0.7400E-03  0.127991E+00  0.416136E+03
  0.7500E-03  0.390015E-01  0.416175E+03
  0.7600E-03  0.410156E-01  0.416216E+03
  0.7700E-03  0.132996E+00  0.416349E+03
  0.7800E-03  0.369873E-01  0.416386E+03
  0.7900E-03  0.400085E-01  0.416426E+03
  0.8000E-03  0.131989E+00  0.416558E+03
  0.8100E-03  0.390015E-01  0.416597E+03
  0.8200E-03  0.390015E-01  0.416636E+03
  0.8300E-03  0.128998E+00  0.416765E+03
  0.8400E-03  0.370178E-01  0.416802E+03
  0.8500E-03  0.379944E-01  0.416840E+03
  0.8600E-03  0.131989E+00  0.416972E+03
  0.8700E-03  0.379944E-01  0.417010E+03
  0.8800E-03  0.380249E-01  0.417048E+03
  0.8900E-03  0.134979E+00  0.417183E+03
  0.9000E-03  0.380249E-01  0.417221E+03
  0.9100E-03  0.429993E-01  0.417264E+03
  0.9200E-03  0.127991E+00  0.417392E+03
  0.9300E-03  0.390015E-01  0.417431E+03
  0.9400E-03  0.379944E-01  0.417469E+03
  0.9500E-03  0.127014E+00  0.417596E+03
  0.9600E-03  0.389709E-01  0.417635E+03
  0.9700E-03  0.380249E-01  0.417673E+03
  0.9800E-03  0.141998E+00  0.417815E+03
  0.9900E-03  0.409851E-01  0.417856E+03
