 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.16000000E-03  0.85343185E+08  0.29995888E+09  0.45397731E+09  0.11690378E-01  0.47197915E-02  0.90876781E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.70844434E+08  0.29995430E+09  0.46195877E+09  0.11690378E-01  0.53990730E-02  0.90876781E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.67035072E+08  0.29994964E+09  0.46959975E+09  0.11690378E-01  0.49238827E-02  0.90876781E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19000000E-03  0.64265400E+08  0.29994481E+09  0.49788931E+09  0.13819430E-01  0.71326656E-02  0.11449977E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-03  0.50797836E+08  0.29993981E+09  0.50151173E+09  0.13819430E-01  0.10640668E-01  0.11449977E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21000000E-03  0.49069144E+08  0.29993477E+09  0.50517660E+09  0.13819430E-01  0.87588085E-02  0.11449977E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22000000E-03  0.48750439E+08  0.29992955E+09  0.53910248E+09  0.17788541E-01  0.10173663E-01  0.15930577E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23000000E-03  0.32640538E+08  0.29992417E+09  0.53711975E+09  0.17788541E-01  0.16877480E-01  0.15930577E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24000000E-03  0.33576577E+08  0.29991881E+09  0.53617600E+09  0.17788541E-01  0.13552748E-01  0.15930577E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25000000E-03  0.36522481E+08  0.29991371E+09  0.48341040E+09  0.25430806E-01  0.15083455E-01  0.24808054E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26000000E-03  0.61452272E+08  0.29990887E+09  0.48399208E+09  0.25430806E-01  0.36087801E-01  0.24808054E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27000000E-03  0.61172721E+08  0.29990402E+09  0.48520064E+09  0.25430806E-01  0.28354284E-01  0.24808054E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28000000E-03  0.63109081E+08  0.29989955E+09  0.40958469E+09  0.38502557E-01  0.29379355E-01  0.40144111E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29000000E-03  0.98711753E+08  0.29989544E+09  0.41315814E+09  0.38502557E-01  0.55980214E-01  0.40144111E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-03  0.97025041E+08  0.29989129E+09  0.41717877E+09  0.38502557E-01  0.45113038E-01  0.40144111E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31000000E-03  0.96343113E+08  0.29988747E+09  0.34604735E+09  0.56309586E-01  0.48564122E-01  0.61143838E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32000000E-03  0.12989538E+09  0.29988398E+09  0.35099361E+09  0.56309586E-01  0.78127554E-01  0.61143838E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33000000E-03  0.12755859E+09  0.29988045E+09  0.35623384E+09  0.56309586E-01  0.64297490E-01  0.61143838E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
