 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.64534119E+09  0.67499949E+09  0.10108243E+09  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.59706335E+09  0.67499802E+09  0.19368170E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.55283616E+09  0.67499566E+09  0.27862393E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.51229688E+09  0.67499248E+09  0.35696577E+09  0.98531888E-02  0.13388998E-01  0.69352871E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.47488080E+09  0.67498855E+09  0.42880627E+09  0.98531888E-02  0.12689071E-01  0.69352871E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.44056878E+09  0.67498393E+09  0.49484161E+09  0.98531888E-02  0.11997522E-01  0.69352871E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.40947794E+09  0.67497864E+09  0.56319598E+09  0.10138297E-01  0.12606315E-01  0.73873299E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.37685931E+09  0.67497274E+09  0.61827223E+09  0.10138297E-01  0.13339639E-01  0.73873299E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.35057541E+09  0.67496630E+09  0.66920945E+09  0.10138297E-01  0.11863400E-01  0.73873299E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.32766048E+09  0.67495910E+09  0.77052320E+09  0.11600001E-01  0.83648419E-02  0.88888032E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.27941191E+09  0.67495121E+09  0.80780407E+09  0.11600001E-01  0.87557167E-02  0.88888032E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.26165265E+09  0.67494296E+09  0.84256691E+09  0.11600001E-01  0.75421416E-02  0.88888032E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.24809881E+09  0.67493392E+09  0.96573948E+09  0.14748156E-01  0.81405681E-02  0.12529519E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.18963581E+09  0.67492417E+09  0.98335002E+09  0.14748156E-01  0.13037232E-01  0.12529519E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.18126898E+09  0.67491425E+09  0.10009388E+10  0.14748156E-01  0.10277229E-01  0.12529519E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.18263628E+09  0.67490448E+09  0.95270127E+09  0.24948560E-01  0.13005746E-01  0.24311582E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.20525662E+09  0.67489491E+09  0.96218139E+09  0.24948560E-01  0.34810878E-01  0.24311582E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.20079994E+09  0.67488523E+09  0.97366907E+09  0.24948560E-01  0.26608194E-01  0.24311582E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19000000E-03  0.20896597E+09  0.67487684E+09  0.70420237E+09  0.51773425E-01  0.38043618E-01  0.55841492E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-03  0.33349102E+09  0.67486972E+09  0.71950482E+09  0.51773425E-01  0.80247336E-01  0.55841492E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21000000E-03  0.32641209E+09  0.67486244E+09  0.73550537E+09  0.51773425E-01  0.63886112E-01  0.55841492E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
