 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Rogowsky Coil data
     time,       VolCurrent     ddtVolCurrent  
  0.1000000E-04  0.1010824E+09  0.0000000E+00
  0.2000000E-04  0.1936817E+09  0.0000000E+00
  0.3000000E-04  0.2786239E+09  0.0000000E+00
  0.4000000E-04  0.3569658E+09  0.0000000E+00
  0.5000000E-04  0.4288063E+09  0.0000000E+00
  0.6000000E-04  0.4948416E+09  0.0000000E+00
  0.7000000E-04  0.5631960E+09  0.0000000E+00
  0.8000000E-04  0.6182722E+09  0.0000000E+00
  0.9000000E-04  0.6692094E+09  0.0000000E+00
  0.1000000E-03  0.7705232E+09  0.0000000E+00
  0.1100000E-03  0.8078041E+09  0.0000000E+00
  0.1200000E-03  0.8425669E+09  0.0000000E+00
  0.1300000E-03  0.9657395E+09  0.0000000E+00
  0.1400000E-03  0.9833500E+09  0.0000000E+00
  0.1500000E-03  0.1000939E+10  0.0000000E+00
  0.1600000E-03  0.9527013E+09  0.0000000E+00
  0.1700000E-03  0.9621814E+09  0.0000000E+00
  0.1800000E-03  0.9736691E+09  0.0000000E+00
  0.1900000E-03  0.7042024E+09  0.0000000E+00
  0.2000000E-03  0.7195048E+09  0.0000000E+00
  0.2100000E-03  0.7355054E+09  0.0000000E+00
