 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Circuit data
          time,       Voltage,        Charge,       Current,       ResistD,       ResistJ,        Induct,       Mutual1,       Mutual2,        Mutual3
  0.10000000E-04  0.35852288E+09  0.37499972E+09  0.56156906E+08  0.98180661E-02  0.58309986E-02  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-04  0.33170186E+09  0.37499890E+09  0.10760095E+09  0.98180661E-02  0.12386095E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30000000E-04  0.30713120E+09  0.37499759E+09  0.15479107E+09  0.98180661E-02  0.13703445E-01  0.68970939E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.40000000E-04  0.28459742E+09  0.37499582E+09  0.19805804E+09  0.98637127E-02  0.13466932E-01  0.69088544E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.50000000E-04  0.26393190E+09  0.37499364E+09  0.23779706E+09  0.98637127E-02  0.12792533E-01  0.69088544E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.60000000E-04  0.24495088E+09  0.37499108E+09  0.27434681E+09  0.98637127E-02  0.12084599E-01  0.69088544E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70000000E-04  0.22756126E+09  0.37498817E+09  0.30866177E+09  0.98403045E-02  0.11518894E-01  0.70353367E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80000000E-04  0.21117403E+09  0.37498493E+09  0.33974496E+09  0.98403045E-02  0.11078734E-01  0.70353367E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90000000E-04  0.19632956E+09  0.37498139E+09  0.36837487E+09  0.98403045E-02  0.10439381E-01  0.70353367E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E-03  0.18291438E+09  0.37497755E+09  0.39944606E+09  0.10242907E-01  0.10959958E-01  0.75081309E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11000000E-03  0.16808545E+09  0.37497343E+09  0.42309048E+09  0.10242907E-01  0.11825462E-01  0.75081309E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12000000E-03  0.15679986E+09  0.37496909E+09  0.44491114E+09  0.10242907E-01  0.10535901E-01  0.75081309E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13000000E-03  0.14688527E+09  0.37496436E+09  0.50109881E+09  0.11221247E-01  0.68969151E-02  0.85679142E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14000000E-03  0.12009748E+09  0.37495928E+09  0.51637406E+09  0.11221247E-01  0.69650256E-02  0.85679142E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15000000E-03  0.11281128E+09  0.37495404E+09  0.53070022E+09  0.11221247E-01  0.61236643E-02  0.85679142E-05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16000000E-03  0.10682278E+09  0.37494845E+09  0.58690784E+09  0.13033053E-01  0.60811536E-02  0.10567360E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17000000E-03  0.80058235E+08  0.37494255E+09  0.59397093E+09  0.13033053E-01  0.85009415E-02  0.10567360E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18000000E-03  0.76689996E+08  0.37493658E+09  0.60059422E+09  0.13033053E-01  0.72278459E-02  0.10567360E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19000000E-03  0.75502987E+08  0.37493036E+09  0.64190816E+09  0.16850044E-01  0.95129108E-02  0.14913863E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20000000E-03  0.55892730E+08  0.37492394E+09  0.64239444E+09  0.16850044E-01  0.16022223E-01  0.14913863E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21000000E-03  0.55655808E+08  0.37491751E+09  0.64393766E+09  0.16850044E-01  0.12717555E-01  0.14913863E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22000000E-03  0.58735549E+08  0.37491137E+09  0.58474385E+09  0.25244554E-01  0.14128748E-01  0.24681301E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23000000E-03  0.86640850E+08  0.37490551E+09  0.58663974E+09  0.25244554E-01  0.35958695E-01  0.24681301E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00
