 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Global Energy data
  time,        Ext.JH,     Ext.Mag,    Ext.Cap,    Mesh.JH,    Mesh.Mag,   Air.Mag,    TotEm,      Mech.Pla,   Mech.kin,  
  0.2100000E-03  0.2043532E+13  0.1036639E+14  0.7028157E+17  0.5090552E+17  0.1290008E+13  0.3092059E+13  0.1212039E+18  0.4287530E+11  0.5648922E+13
  0.2200000E-03  0.1816602E+13  0.8548134E+13  0.7027927E+17  0.8484227E+17  0.1378692E+13  0.4219582E+13  0.1551375E+18  0.3941273E+11  0.8743974E+13
  0.2300000E-03  0.1667434E+13  0.8603655E+13  0.7027707E+17  0.6894841E+17  0.1444622E+13  0.4246988E+13  0.1392414E+18  0.5888990E+11  0.1268296E+14
  0.2400000E-03  0.1680030E+13  0.8682299E+13  0.7027487E+17  0.5849048E+17  0.1490867E+13  0.4285809E+13  0.1287815E+18  0.4764320E+11  0.1757550E+14
  0.2500000E-03  0.1350766E+13  0.5829860E+13  0.7027286E+17  0.7019053E+17  0.1459500E+13  0.5015456E+13  0.1404770E+18  0.4174477E+11  0.2287449E+14
  0.2600000E-03  0.1132297E+13  0.5962491E+13  0.7027104E+17  0.5980194E+17  0.1474372E+13  0.5129559E+13  0.1300867E+18  0.4079156E+11  0.2829367E+14
  0.2700000E-03  0.1158251E+13  0.6111406E+13  0.7026919E+17  0.5286972E+17  0.1504543E+13  0.5257671E+13  0.1231529E+18  0.3302682E+11  0.3370496E+14
  0.2800000E-03  0.9397536E+12  0.4031804E+13  0.7026751E+17  0.5534949E+17  0.1340833E+13  0.5620758E+13  0.1256289E+18  0.2869758E+11  0.3922754E+14
  0.2900000E-03  0.7838784E+12  0.4160424E+13  0.7026600E+17  0.4677932E+17  0.1305107E+13  0.5800067E+13  0.1170574E+18  0.1803468E+11  0.4375748E+14
  0.3000000E-03  0.8086066E+12  0.4300556E+13  0.7026446E+17  0.4192052E+17  0.1310353E+13  0.5995426E+13  0.1121974E+18  0.1536300E+11  0.4703153E+14
