 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Iteration time
      time      It. Time    Accumulated
  0.1000E-04  0.000000E+00  0.000000E+00
  0.2000E-04  0.295850E+02  0.295850E+02
  0.3000E-04  0.374800E+01  0.333330E+02
  0.4000E-04  0.384000E+01  0.371730E+02
  0.5000E-04  0.294330E+02  0.666060E+02
  0.6000E-04  0.400500E+01  0.706110E+02
  0.7000E-04  0.399600E+01  0.746070E+02
  0.8000E-04  0.295450E+02  0.104152E+03
  0.9000E-04  0.392000E+01  0.108072E+03
  0.1000E-03  0.393100E+01  0.112003E+03
  0.1100E-03  0.297120E+02  0.141715E+03
  0.1200E-03  0.374699E+01  0.145462E+03
  0.1300E-03  0.385201E+01  0.149314E+03
  0.1400E-03  0.293020E+02  0.178616E+03
  0.1500E-03  0.372200E+01  0.182338E+03
  0.1600E-03  0.375099E+01  0.186089E+03
  0.1700E-03  0.295820E+02  0.215671E+03
  0.1800E-03  0.432201E+01  0.219993E+03
  0.1900E-03  0.401700E+01  0.224010E+03
  0.2000E-03  0.298980E+02  0.253908E+03
  0.2100E-03  0.135930E+02  0.267501E+03
  0.2200E-03  0.425400E+01  0.271755E+03
  0.2300E-03  0.310970E+02  0.302852E+03
  0.2400E-03  0.422998E+01  0.307082E+03
  0.2500E-03  0.404602E+01  0.311128E+03
  0.2600E-03  0.306510E+02  0.341779E+03
  0.2700E-03  0.405600E+01  0.345835E+03
  0.2800E-03  0.404099E+01  0.349876E+03
  0.2900E-03  0.311340E+02  0.381010E+03
  0.3000E-03  0.378500E+01  0.384795E+03
  0.3100E-03  0.420099E+01  0.388996E+03
  0.3200E-03  0.141022E+00  0.389137E+03
  0.3300E-03  0.489807E-01  0.389186E+03
  0.3400E-03  0.419922E-01  0.389228E+03
  0.3500E-03  0.137024E+00  0.389365E+03
  0.3600E-03  0.390015E-01  0.389404E+03
  0.3700E-03  0.409851E-01  0.389445E+03
  0.3800E-03  0.143005E+00  0.389588E+03
  0.3900E-03  0.409851E-01  0.389629E+03
  0.4000E-03  0.420227E-01  0.389671E+03
  0.4100E-03  0.136993E+00  0.389808E+03
  0.4200E-03  0.429993E-01  0.389851E+03
  0.4300E-03  0.429993E-01  0.389894E+03
  0.4400E-03  0.140991E+00  0.390035E+03
  0.4500E-03  0.549927E-01  0.390090E+03
  0.4600E-03  0.540161E-01  0.390144E+03
  0.4700E-03  0.143982E+00  0.390288E+03
  0.4800E-03  0.460205E-01  0.390334E+03
  0.4900E-03  0.509949E-01  0.390385E+03
  0.5000E-03  0.169006E+00  0.390554E+03
  0.5100E-03  0.469971E-01  0.390601E+03
  0.5200E-03  0.489807E-01  0.390650E+03
  0.5300E-03  0.146027E+00  0.390796E+03
  0.5400E-03  0.459900E-01  0.390842E+03
  0.5500E-03  0.490112E-01  0.390891E+03
  0.5600E-03  0.144989E+00  0.391036E+03
  0.5700E-03  0.429993E-01  0.391079E+03
  0.5800E-03  0.429993E-01  0.391122E+03
  0.5900E-03  0.151001E+00  0.391273E+03
  0.6000E-03  0.440063E-01  0.391317E+03
  0.6100E-03  0.429993E-01  0.391360E+03
  0.6200E-03  0.136993E+00  0.391497E+03
  0.6300E-03  0.499878E-01  0.391547E+03
  0.6400E-03  0.460205E-01  0.391593E+03
  0.6500E-03  0.143005E+00  0.391736E+03
  0.6600E-03  0.409851E-01  0.391777E+03
  0.6700E-03  0.419922E-01  0.391819E+03
  0.6800E-03  0.141022E+00  0.391960E+03
  0.6900E-03  0.469971E-01  0.392007E+03
  0.7000E-03  0.399780E-01  0.392047E+03
  0.7100E-03  0.134003E+00  0.392181E+03
  0.7200E-03  0.400085E-01  0.392221E+03
  0.7300E-03  0.410156E-01  0.392262E+03
  0.7400E-03  0.138977E+00  0.392401E+03
  0.7500E-03  0.410156E-01  0.392442E+03
  0.7600E-03  0.549927E-01  0.392497E+03
  0.7700E-03  0.167999E+00  0.392665E+03
  0.7800E-03  0.509949E-01  0.392716E+03
  0.7900E-03  0.460205E-01  0.392762E+03
  0.8000E-03  0.151978E+00  0.392914E+03
  0.8100E-03  0.490112E-01  0.392963E+03
  0.8200E-03  0.429993E-01  0.393006E+03
  0.8300E-03  0.134003E+00  0.393140E+03
  0.8400E-03  0.469971E-01  0.393187E+03
  0.8500E-03  0.419922E-01  0.393229E+03
  0.8600E-03  0.138000E+00  0.393367E+03
  0.8700E-03  0.400085E-01  0.393407E+03
  0.8800E-03  0.459900E-01  0.393453E+03
  0.8900E-03  0.136993E+00  0.393590E+03
  0.9000E-03  0.480042E-01  0.393638E+03
  0.9100E-03  0.410156E-01  0.393679E+03
  0.9200E-03  0.139008E+00  0.393818E+03
  0.9300E-03  0.419922E-01  0.393860E+03
  0.9400E-03  0.459900E-01  0.393906E+03
  0.9500E-03  0.139008E+00  0.394045E+03
  0.9600E-03  0.469971E-01  0.394092E+03
  0.9700E-03  0.450134E-01  0.394137E+03
  0.9800E-03  0.144989E+00  0.394282E+03
  0.9900E-03  0.489807E-01  0.394331E+03
