 EM Railgun example                                                      
                    ls-dyna smp d R13 R13.1.1_27_8731a0 date 07/28/2023
EM Rogowsky Coil data
     time,       VolCurrent     ddtVolCurrent  
  0.1000000E-04  0.5615691E+08  0.0000000E+00
  0.2000000E-04  0.1076009E+09  0.0000000E+00
  0.3000000E-04  0.1547911E+09  0.0000000E+00
  0.4000000E-04  0.1980580E+09  0.0000000E+00
  0.5000000E-04  0.2377971E+09  0.0000000E+00
  0.6000000E-04  0.2743468E+09  0.0000000E+00
  0.7000000E-04  0.3086618E+09  0.0000000E+00
  0.8000000E-04  0.3397450E+09  0.0000000E+00
  0.9000000E-04  0.3683749E+09  0.0000000E+00
  0.1000000E-03  0.3994461E+09  0.0000000E+00
  0.1100000E-03  0.4230905E+09  0.0000000E+00
  0.1200000E-03  0.4449111E+09  0.0000000E+00
  0.1300000E-03  0.5010988E+09  0.0000000E+00
  0.1400000E-03  0.5163741E+09  0.0000000E+00
  0.1500000E-03  0.5307002E+09  0.0000000E+00
  0.1600000E-03  0.5869078E+09  0.0000000E+00
  0.1700000E-03  0.5939709E+09  0.0000000E+00
  0.1800000E-03  0.6005942E+09  0.0000000E+00
  0.1900000E-03  0.6419082E+09  0.0000000E+00
  0.2000000E-03  0.6423944E+09  0.0000000E+00
  0.2100000E-03  0.6439377E+09  0.0000000E+00
  0.2200000E-03  0.5847439E+09  0.0000000E+00
  0.2300000E-03  0.5866397E+09  0.0000000E+00
  0.2400000E-03  0.5893148E+09  0.0000000E+00
  0.2500000E-03  0.4829021E+09  0.0000000E+00
  0.2600000E-03  0.4883642E+09  0.0000000E+00
  0.2700000E-03  0.4944252E+09  0.0000000E+00
  0.2800000E-03  0.4015871E+09  0.0000000E+00
  0.2900000E-03  0.4079423E+09  0.0000000E+00
  0.3000000E-03  0.4147556E+09  0.0000000E+00
